"Stage","SeqNr","Timestamp","Phase","Width","Vprim"
A,1778,12594526,1,144,2037
A,1779,12601306,0,144,2463
A,1780,12601437,1,145,2034
A,1781,12608218,0,144,2546
A,1782,12608351,1,144,2023
A,1783,12615132,0,143,2425
A,1784,12615262,1,145,2032
A,1785,12622043,0,144,2416
A,1786,12622175,1,144,2030
A,1787,12628955,0,144,2463
A,1788,12629086,1,145,2032
A,1789,12635868,0,144,2314
A,1790,12635999,1,145,2039
A,1791,12642780,0,144,2416
A,1792,12642910,1,146,2023
A,1793,12649692,0,144,2269
A,1794,12649824,1,144,1980
A,1795,12656605,0,144,2438
A,1796,12656738,1,143,2018
A,1797,12663516,0,144,2555
A,1798,12663649,1,143,2028
A,1799,12670428,0,144,2443
A,1800,12670560,1,144,2041
A,1801,12677341,0,143,2467
A,1802,12677475,1,141,2014
A,1803,12684253,0,143,2427
A,1804,12684382,1,146,2034
A,1805,12691165,0,144,2461
A,1806,12691297,1,144,2030
A,1807,12698077,0,144,2416
A,1808,12698209,1,144,2032
A,1809,12704989,0,144,2316
A,1810,12705118,1,147,2034
A,1811,12711900,0,144,2416
A,1812,12712029,1,147,2032
A,1813,12718813,0,144,2425
A,1814,12718942,1,147,2039
A,1815,12725725,0,144,2407
A,1816,12725858,1,143,2014
A,1817,12732637,0,144,2321
A,1818,12732769,1,144,2028
A,1819,12739549,0,144,2449
A,1820,12739684,1,141,2028
A,1821,12746461,0,143,2420
A,1822,12746593,1,144,2032
A,1823,12753372,0,144,2397
A,1824,12753505,1,143,2018
A,1825,12760283,0,144,2438
A,1826,12760418,1,141,2007
A,1827,12767195,0,144,2425
A,1828,12767324,1,147,2032
A,1829,12774107,0,144,2422
A,1830,12774239,1,144,2028
A,1831,12781018,0,144,2411
A,1832,12781153,1,141,2016
A,1833,12787932,0,143,2377
A,1834,12788061,1,147,2039
A,1835,12794844,0,144,2429
A,1836,12794977,1,143,2032
A,1837,12801758,0,143,2366
A,1838,12801890,1,143,2030
A,1839,12808670,0,144,2337
A,1840,12808800,1,146,2032
A,1841,12815582,0,144,2465
A,1842,12815714,1,144,2034
A,1843,12822495,0,144,2425
A,1844,12822627,1,143,2018
A,1845,12829407,0,143,2404
A,1846,12829535,1,147,2046
A,1847,12836320,0,144,2357
A,1848,12836453,1,143,1998
A,1849,12843234,0,144,2438
A,1850,12843367,1,143,2025
A,1851,12850148,0,144,2431
A,1852,12850277,1,147,2028
A,1853,12857062,0,144,2463
A,1854,12857194,1,144,2032
A,1855,12863976,0,144,2352
A,1856,12864108,1,144,2039
A,1857,12870889,0,143,2305
A,1858,12871021,1,143,1933
A,1859,12877801,0,144,2436
A,1860,12877937,1,140,1996
A,1861,12884714,0,144,2321
A,1862,12884846,1,144,2039
A,1863,12891627,0,144,2497
A,1864,12891759,1,144,2030
A,1865,12898541,0,143,2413
A,1866,12898675,1,141,2012
A,1867,12905454,0,144,2323
A,1868,12905586,1,144,2018
A,1869,12912368,0,144,2463
A,1870,12912500,1,144,2018
A,1871,12919282,0,144,2411
A,1872,12919413,1,145,1955
A,1873,12926197,0,144,2458
A,1874,12926327,1,146,2055
A,1875,12933111,0,144,2537
A,1876,12933243,1,145,2032
A,1877,12940027,0,144,2393
A,1878,12940160,1,143,2041
B,1849,12946672,0,145,2343
B,1850,12946807,1,143,1649
B,1851,12953586,0,145,2352
B,1852,12953719,1,145,1748
B,1853,12960501,0,145,2332
B,1854,12960636,1,143,1748
B,1855,12967415,0,146,2287
B,1856,12967550,1,143,1752
B,1857,12974329,0,145,2350
B,1858,12974463,1,144,1759
B,1859,12981242,0,145,2316
B,1860,12981376,1,144,1768
B,1861,12988156,0,145,2337
B,1862,12988292,1,142,1730
B,1863,12995071,0,145,2334
B,1864,12995206,1,143,1732
B,1865,13001986,0,144,2330
B,1866,13002122,1,141,1743
B,1867,13008900,0,145,2332
B,1868,13009035,1,143,1752
B,1869,13015815,0,145,2348
B,1870,13015950,1,143,1748
B,1871,13022729,0,145,2328
B,1872,13022866,1,140,1743
B,1873,13029643,0,145,2339
B,1874,13029779,1,142,1743
B,1875,13036557,0,145,2339
B,1876,13036692,1,142,1748
B,1877,13043470,0,145,2332
B,1878,13043605,1,143,1732
B,1879,13050384,0,144,2258
B,1880,13050519,1,142,1755
B,1881,13057296,0,145,2334
B,1882,13057433,1,141,1752
B,1883,13064210,0,145,2339
B,1884,13064346,1,142,1768
B,1885,13071124,0,144,2330
B,1886,13071259,1,142,1746
B,1887,13078037,0,145,2115
B,1888,13078170,1,144,1759
B,1889,13084950,0,144,2339
B,1890,13085085,1,142,1755
B,1891,13091864,0,145,2366
B,1892,13091997,1,144,1770
B,1893,13098778,0,145,2334
B,1894,13098911,1,145,1761
B,1895,13105692,0,145,2328
B,1896,13105829,1,141,1734
B,1897,13112606,0,145,2348
B,1898,13112741,1,143,1750
B,1899,13119521,0,144,2334
B,1900,13119653,1,145,1766
B,1901,13126434,0,145,2339
B,1902,13126571,1,141,1741
B,1903,13133347,0,145,2255
B,1904,13133483,1,142,1748
B,1905,13140260,0,145,2314
B,1906,13140394,1,144,1755
B,1907,13147173,0,145,2289
B,1908,13147310,1,140,1725
B,1909,13154087,0,144,2319
B,1910,13154220,1,144,1755
B,1911,13160999,0,145,2350
B,1912,13161135,1,142,1746
B,1913,13167913,0,145,2364
B,1914,13168049,1,142,1752
B,1915,13174827,0,145,2341
B,1916,13174962,1,143,1759
B,1917,13181740,0,145,2334
B,1918,13181876,1,142,1748
B,1919,13188653,0,145,2328
B,1920,13188788,1,143,1741
B,1921,13195566,0,145,2321
B,1922,13195701,1,143,1743
B,1923,13202479,0,145,2251
B,1924,13202614,1,143,1752
B,1925,13209393,0,145,2282
B,1926,13209528,1,143,1757
B,1927,13216306,0,145,2339
B,1928,13216442,1,142,1750
B,1929,13223218,0,145,2334
B,1930,13223354,1,142,1768
B,1931,13230130,0,145,2325
B,1932,13230264,1,144,1800
B,1933,13237043,0,145,2339
B,1934,13237176,1,145,1793
B,1935,13243954,0,145,2346
B,1936,13244092,1,140,1739
B,1937,13250867,0,145,2251
B,1938,13251002,1,142,1761
B,1939,13257780,0,145,2395
B,1940,13257914,1,144,1755
B,1941,13264692,0,144,2298
B,1942,13264829,1,140,1741
B,1943,13271603,0,145,2310
B,1944,13271738,1,143,1750
B,1945,13278515,0,145,2339
B,1946,13278650,1,142,1752
B,1947,13285427,0,145,2307
B,1948,13285564,1,140,1746
B,1949,13292341,0,145,2339
B,1950,13292475,1,143,1757
B,1951,13299256,0,145,2386
B,1952,13299388,1,146,1777
B,1953,13306169,0,145,2332
B,1954,13306305,1,142,1743
B,1955,13313083,0,145,2289
B,1956,13313217,1,144,1759
B,1957,13319996,0,145,2343
B,1958,13320132,1,142,1750
B,1959,13326908,0,145,2339
B,1960,13327042,1,144,1777
B,1961,13333820,0,144,2246
B,1962,13333953,1,144,1761
B,1963,13340732,0,145,2185
B,1964,13340864,1,145,1757
B,1965,13347644,0,145,2316
B,1966,13347780,1,142,1773
B,1967,13354556,0,145,2282
B,1968,13354690,1,143,1755
B,1969,13361468,0,144,2237
B,1970,13361602,1,143,1775
B,1971,13368379,0,145,2355
B,1972,13368516,1,141,1755
B,1973,13375292,0,145,2346
B,1974,13375427,1,143,1750
B,1975,13382204,0,145,2334
B,1976,13382337,1,144,1761
B,1977,13389116,0,145,2334
B,1978,13389253,1,141,1723
B,1979,13396028,0,145,2341
B,1980,13396163,1,143,1748
B,1981,13402941,0,145,2282
B,1982,13403075,1,144,1764
B,1983,13409855,0,145,2176
B,1984,13409992,1,141,1743
B,1985,13416768,0,145,2319
B,1986,13416904,1,141,1777
B,1987,13423681,0,144,2206
B,1988,13423817,1,141,1739
B,1989,13430594,0,144,2328
B,1990,13430729,1,142,1746
B,1991,13437506,0,146,2348
B,1992,13437644,1,140,1746
B,1993,13444419,0,145,2212
B,1994,13444553,1,144,1757
B,1995,13451333,0,145,2276
B,1996,13451468,1,143,1761
B,1997,13458247,0,145,2271
B,1998,13458383,1,141,1750
B,1999,13465160,0,145,2341
B,2000,13465295,1,143,1755
B,2001,13472072,0,145,2328
B,2002,13472205,1,144,1764
B,2003,13478984,0,145,2348
B,2004,13479119,1,143,1748
B,2005,13485897,0,145,2298
B,2006,13486034,1,141,1739
B,2007,13492811,0,145,2332
B,2008,13492946,1,142,1755
B,2009,13499723,0,145,2206
B,2010,13499858,1,142,1739
B,2011,13506635,0,145,2296
B,2012,13506770,1,143,1752
B,2013,13513548,0,145,2273
B,2014,13513684,1,142,1752
B,2015,13520460,0,145,2330
B,2016,13520597,1,141,1746
B,2017,13527373,0,145,2343
B,2018,13527510,1,141,1741
B,2019,13534285,0,145,2152
B,2020,13534420,1,143,1743
B,2021,13541197,0,145,2339
B,2022,13541333,1,142,1746
B,2023,13548109,0,145,2298
B,2024,13548245,1,141,1750
B,2025,13555022,0,145,2194
B,2026,13555157,1,143,1755
B,2027,13561936,0,144,2328
B,2028,13562072,1,141,1743
B,2029,13568849,0,145,2328
B,2030,13568986,1,140,1734
B,2031,13575762,0,145,2332
B,2032,13575896,1,143,1743
B,2033,13582675,0,145,2249
B,2034,13582809,1,143,1757
B,2035,13589587,0,145,2339
B,2036,13589723,1,142,1748
B,2037,13596501,0,145,2161
B,2038,13596636,1,143,1770
B,2039,13603414,0,145,2346
B,2040,13603551,1,141,1741
B,2041,13610328,0,144,2323
B,2042,13610460,1,145,1759
B,2043,13617240,0,145,2346
B,2044,13617378,1,140,1732
B,2045,13624153,0,145,2206
B,2046,13624290,1,141,1741
B,2047,13631066,0,145,2303
B,2048,13631200,1,144,1757
B,2049,13637979,0,145,2346
B,2050,13638114,1,143,1759
B,2051,13644893,0,144,2332
B,2052,13645026,1,144,1759
B,2053,13651806,0,145,2330
B,2054,13651940,1,144,1750
B,2055,13658720,0,144,2294
B,2056,13658854,1,143,1752
B,2057,13665632,0,145,2328
B,2058,13665765,1,145,1766
B,2059,13672546,0,145,2278
B,2060,13672679,1,145,1768
B,2061,13679461,0,145,2350
B,2062,13679597,1,142,1741
B,2063,13686375,0,145,2328
B,2064,13686510,1,142,1752
B,2065,13693289,0,145,2348
B,2066,13693423,1,144,1759
B,2067,13700204,0,145,2370
B,2068,13700340,1,141,1741
B,2069,13707117,0,145,2328
B,2070,13707254,1,140,1743
B,2071,13714030,0,145,2242
B,2072,13714164,1,144,1766
B,2073,13720943,0,145,2339
B,2074,13721078,1,143,1761
B,2075,13727856,0,145,2316
B,2076,13727993,1,141,1734
B,2077,13734769,0,145,2364
B,2078,13734904,1,143,1748
B,2079,13741683,0,144,2307
B,2080,13741817,1,143,1750
B,2081,13748596,0,145,2332
B,2082,13748732,1,141,1739
B,2083,13755509,0,144,2339
B,2084,13755645,1,141,1746
B,2085,13762421,0,144,2334
B,2086,13762555,1,143,1748
B,2087,13769333,0,145,2199
B,2088,13769470,1,141,1734
B,2089,13776246,0,145,2339
B,2090,13776378,1,146,1797
B,2091,13783159,0,145,2307
B,2092,13783294,1,142,1748
B,2093,13790072,0,145,2217
B,2094,13790208,1,141,1739
B,2095,13796985,0,144,2332
B,2096,13797121,1,141,1741
B,2097,13803896,0,145,2242
B,2098,13804032,1,142,1748
B,2099,13810810,0,144,2296
B,2100,13810945,1,142,1752
B,2101,13817723,0,144,2343
B,2102,13817859,1,141,1746
B,2103,13824635,0,145,2339
B,2104,13824770,1,143,1757
B,2105,13831549,0,145,2312
B,2106,13831684,1,142,1757
B,2107,13838462,0,145,2330
B,2108,13838599,1,140,1734
B,2109,13845375,0,145,2332
B,2110,13845510,1,143,1727
B,2111,13852289,0,145,2287
B,2112,13852424,1,142,1737
B,2113,13859202,0,145,2332
B,2114,13859335,1,144,1761
B,2115,13866116,0,144,2348
B,2116,13866250,1,143,1761
B,2117,13873030,0,144,2330
B,2118,13873166,1,141,1730
B,2119,13879943,0,145,2291
B,2120,13880078,1,142,1741
B,2121,13886856,0,144,2332
B,2122,13886991,1,142,1748
B,2123,13893769,0,145,2337
B,2124,13893905,1,142,1755
B,2125,13900684,0,144,2303
B,2126,13900820,1,141,1746
B,2127,13907596,0,145,2307
B,2128,13907732,1,142,1752
B,2129,13914509,0,145,2334
B,2130,13914643,1,144,1739
B,2131,13921423,0,145,2330
B,2132,13921558,1,143,1746
B,2133,13928336,0,145,2310
B,2134,13928471,1,143,1746
B,2135,13935249,0,145,2348
B,2136,13935386,1,141,1741
B,2137,13942162,0,145,2278
B,2138,13942297,1,143,1752
B,2139,13949075,0,145,2386
B,2140,13949209,1,144,1761
B,2141,13955989,0,145,2330
B,2142,13956126,1,140,1752
B,2143,13962902,0,145,2219
B,2144,13963037,1,142,1743
B,2145,13969815,0,145,2348
B,2146,13969948,1,145,1766
B,2147,13976729,0,145,2348
B,2148,13976864,1,142,1755
B,2149,13983642,0,145,2334
B,2150,13983774,1,145,1766
B,2151,13990555,0,145,2341
B,2152,13990690,1,142,1737
B,2153,13997469,0,145,2325
B,2154,13997604,1,143,1750
B,2155,14004383,0,145,2307
B,2156,14004517,1,143,1752
B,2157,14011296,0,145,2298
B,2158,14011431,1,142,1739
B,2159,14018209,0,144,2321
B,2160,14018346,1,140,1737
B,2161,14025121,0,145,2305
B,2162,14025258,1,140,1741
B,2163,14032033,0,145,2163
B,2164,14032168,1,143,1770
B,2165,14038947,0,145,2332
B,2166,14039084,1,141,1743
B,2167,14045861,0,145,2278
B,2168,14045996,1,143,1752
B,2169,14052774,0,145,2350
B,2170,14052907,1,144,1768
B,2171,14059687,0,145,2307
B,2172,14059824,1,141,1743
B,2173,14066600,0,145,2339
B,2174,14066735,1,143,1755
B,2175,14073513,0,145,2339
B,2176,14073646,1,145,1761
B,2177,14080428,0,145,2319
B,2178,14080562,1,143,1750
B,2179,14087342,0,144,2287
B,2180,14087475,1,144,1757
B,2181,14094255,0,145,2341
B,2182,14094388,1,145,1757
B,2183,14101168,0,145,2341
B,2184,14101303,1,143,1757
B,2185,14108081,0,145,2165
B,2186,14108214,1,145,1764
B,2187,14114995,0,145,2251
B,2188,14115130,1,143,1748
B,2189,14121908,0,145,2242
B,2190,14122044,1,142,1748
B,2191,14128821,0,145,2280
B,2192,14128958,1,141,1764
B,2193,14135734,0,144,2298
B,2194,14135870,1,141,1746
B,2195,14142648,0,145,2337
B,2196,14142784,1,141,1743
B,2197,14149562,0,145,2337
B,2198,14149699,1,141,1737
B,2199,14156476,0,145,2334
B,2200,14156613,1,140,1739
B,2201,14163389,0,145,2339
B,2202,14163525,1,142,1750
B,2203,14170304,0,144,2282
B,2204,14170438,1,143,1761
B,2205,14177218,0,145,2219
B,2206,14177353,1,143,1752
B,2207,14184132,0,145,2258
B,2208,14184269,1,141,1739
B,2209,14191047,0,144,2163
B,2210,14191182,1,142,1743
B,2211,14197960,0,145,2289
B,2212,14198093,1,145,1755
B,2213,14204874,0,145,2273
B,2214,14205007,1,145,1770
B,2215,14211787,0,145,2339
B,2216,14211923,1,142,1755
B,2217,14218701,0,145,2330
B,2218,14218838,1,141,1741
B,2219,14225615,0,145,2328
B,2220,14225752,1,141,1730
B,2221,14232529,0,145,2328
B,2222,14232666,1,140,1768
B,2223,14239442,0,145,2422
B,2224,14239576,1,143,1852
B,2225,14246356,0,145,2341
B,2226,14246490,1,144,1764
B,2227,14253271,0,144,2316
B,2228,14253407,1,141,1752
B,2229,14260186,0,144,2330
B,2230,14260321,1,142,1743
B,2231,14267100,0,145,2246
B,2232,14267235,1,143,1741
B,2233,14274014,0,145,2332
B,2234,14274151,1,141,1737
B,2235,14280929,0,145,2285
B,2236,14281064,1,143,1759
B,2237,14287844,0,145,2255
B,2238,14287978,1,144,1755
B,2239,14294758,0,145,2332
B,2240,14294895,1,141,1743
B,2241,14301673,0,145,2328
B,2242,14301808,1,142,1739
B,2243,14308587,0,144,2334
B,2244,14308720,1,144,1752
B,2245,14315500,0,145,2310
B,2246,14315635,1,143,1770
B,2247,14322415,0,144,2280
B,2248,14322550,1,142,1761
B,2249,14329329,0,144,2350
B,2250,14329464,1,142,1730
B,2251,14336241,0,145,2337
B,2252,14336375,1,144,1773
B,2253,14343154,0,145,2332
B,2254,14343289,1,143,1741
B,2255,14350068,0,145,2289
B,2256,14350203,1,143,1743
B,2257,14356982,0,145,2334
B,2258,14357118,1,141,1750
B,2259,14363895,0,145,2348
B,2260,14364032,1,140,1743
B,2261,14370808,0,145,2255
B,2262,14370944,1,142,1746
B,2263,14377721,0,145,2337
B,2264,14377856,1,143,1741
B,2265,14384635,0,144,2330
B,2266,14384771,1,141,1725
B,2267,14391548,0,144,2222
B,2268,14391681,1,144,1759
B,2269,14398461,0,145,2321
B,2270,14398598,1,140,1739
B,2271,14405373,0,145,2222
B,2272,14405507,1,144,1757
B,2273,14412285,0,144,2300
B,2274,14412417,1,145,1761
B,2275,14419196,0,145,2334
B,2276,14419331,1,143,1739
B,2277,14426108,0,145,2325
B,2278,14426243,1,142,1793
B,2279,14433020,0,145,2343
B,2280,14433156,1,141,1752
B,2281,14439931,0,145,2237
B,2282,14440066,1,142,1757
B,2283,14446842,0,145,2332
B,2284,14446976,1,144,1773
B,2285,14453754,0,145,2323
B,2286,14453887,1,145,1755
B,2287,14460667,0,145,2269
B,2288,14460801,1,143,1764
B,2289,14467579,0,145,2328
B,2290,14467714,1,142,1750
B,2291,14474491,0,144,2260
B,2292,14474626,1,142,1755
B,2293,14481403,0,145,2350
B,2294,14481538,1,142,1752
B,2295,14488316,0,145,2334
B,2296,14488451,1,142,1743
B,2297,14495230,0,144,2334
B,2298,14495362,1,145,1766
B,2299,14502143,0,144,2337
B,2300,14502278,1,142,1748
B,2301,14509056,0,145,2334
B,2302,14509190,1,143,1759
B,2303,14515968,0,144,2339
B,2304,14516100,1,145,1766
B,2305,14522880,0,145,2391
B,2306,14523015,1,143,1755
B,2307,14529792,0,145,2337
B,2308,14529927,1,143,1743
B,2309,14536704,0,145,2325
B,2310,14536839,1,142,1768
B,2311,14543616,0,145,2341
B,2312,14543750,1,144,1759
B,2313,14550528,0,145,2346
B,2314,14550663,1,142,1782
B,2315,14557440,0,144,2343
B,2316,14557575,1,142,1757
B,2317,14564353,0,144,2337
B,2318,14564486,1,144,1761
B,2319,14571265,0,145,2278
B,2320,14571398,1,145,1766
B,2321,14578178,0,145,2328
B,2322,14578313,1,143,1752
B,2323,14585090,0,145,2332
B,2324,14585225,1,143,1752
B,2325,14592003,0,145,2334
B,2326,14592138,1,143,1757
B,2327,14598918,0,145,2330
B,2328,14599053,1,142,1752
B,2329,14605832,0,144,2325
B,2330,14605967,1,142,1746
B,2331,14612745,0,145,2330
B,2332,14612880,1,142,1741
B,2333,14619658,0,145,2334
B,2334,14619791,1,144,1768
B,2335,14626572,0,144,2325
B,2336,14626706,1,143,1748
B,2337,14633486,0,145,2188
B,2338,14633623,1,140,1770
B,2339,14640400,0,145,2339
B,2340,14640535,1,143,1748
B,2341,14647314,0,145,2260
B,2342,14647449,1,142,1750
B,2343,14654228,0,145,2334
B,2344,14654365,1,141,1730
B,2345,14661142,0,145,2312
B,2346,14661276,1,143,1768
B,2347,14668056,0,144,2357
B,2348,14668189,1,144,1750
B,2349,14674969,0,145,2145
B,2350,14675102,1,145,1766
B,2351,14681883,0,145,2334
B,2352,14682016,1,144,1755
B,2353,14688795,0,145,2339
B,2354,14688928,1,144,1752
B,2355,14695706,0,145,2212
B,2356,14695842,1,142,1743
B,2357,14702620,0,145,2307
B,2358,14702753,1,144,1766
B,2359,14709533,0,144,2285
B,2360,14709667,1,143,1755
B,2361,14716446,0,144,2341
B,2362,14716580,1,143,1782
B,2363,14723358,0,145,2343
B,2364,14723492,1,143,1746
B,2365,14730270,0,144,2237
B,2366,14730404,1,143,1757
B,2367,14737180,0,145,2255
B,2368,14737314,1,144,1759
B,2369,14744092,0,145,2267
B,2370,14744226,1,143,1761
B,2371,14751004,0,144,2323
B,2372,14751140,1,141,1746
B,2373,14757915,0,144,2332
B,2374,14758050,1,142,1743
B,2375,14764826,0,145,2337
B,2376,14764960,1,144,1761
B,2377,14771738,0,145,2343
B,2378,14771875,1,140,1739
B,2379,14778650,0,145,2319
B,2380,14778783,1,144,1757
B,2381,14785563,0,145,2237
B,2382,14785698,1,142,1748
B,2383,14792476,0,145,2350
B,2384,14792611,1,142,1795
B,2385,14799389,0,145,2343
B,2386,14799522,1,145,1764
B,2387,14806303,0,145,2267
B,2388,14806438,1,142,1750
B,2389,14813216,0,145,2339
B,2390,14813351,1,143,1755
B,2391,14820131,0,145,2339
B,2392,14820267,1,142,1770
B,2393,14827047,0,144,2181
B,2394,14827179,1,145,1770
B,2395,14833961,0,145,2332
B,2396,14834097,1,142,1703
B,2397,14840875,0,145,2219
B,2398,14841010,1,142,1752
B,2399,14847790,0,144,2328
B,2400,14847925,1,142,1748
B,2401,14854703,0,145,2307
B,2402,14854840,1,140,1746
B,2403,14861617,0,145,2334
B,2404,14861754,1,141,1741
B,2405,14868532,0,145,2343
B,2406,14868667,1,143,1737
B,2407,14875447,0,145,2314
B,2408,14875584,1,141,1750
B,2409,14882362,0,144,2172
B,2410,14882497,1,142,1748
B,2411,14889275,0,145,2339
B,2412,14889407,1,145,1768
B,2413,14896188,0,145,2350
B,2414,14896322,1,143,1759
B,2415,14903101,0,144,2312
B,2416,14903235,1,143,1761
B,2417,14910012,0,145,2298
B,2418,14910147,1,143,1748
B,2419,14916925,0,145,2287
B,2420,14917060,1,143,1750
B,2421,14923838,0,145,2330
B,2422,14923972,1,144,1768
B,2423,14930752,0,145,2339
B,2424,14930887,1,142,1750
B,2425,14937665,0,144,2312
B,2426,14937799,1,143,1757
B,2427,14944578,0,145,2199
B,2428,14944713,1,143,1730
B,2429,14951490,0,145,2231
B,2430,14951625,1,143,1739
B,2431,14958403,0,145,2339
B,2432,14958538,1,143,1748
B,2433,14965315,0,145,2346
B,2434,14965448,1,145,1764
B,2435,14972227,0,145,2249
B,2436,14972360,1,145,1775
B,2437,14979141,0,144,2149
B,2438,14979277,1,141,1743
B,2439,14986053,0,144,2298
B,2440,14986186,1,144,1757
B,2441,14992965,0,145,2411
B,2442,14993102,1,140,1827
B,2443,14999878,0,146,2316
B,2444,15000016,1,140,1741
B,2445,15006792,0,145,2352
B,2446,15006924,1,145,1770
B,2447,15013706,0,145,2341
B,2448,15013841,1,142,1768
B,2449,15020619,0,145,2339
B,2450,15020753,1,144,1748
B,2451,15027533,0,145,2289
B,2452,15027668,1,142,1748
B,2453,15034446,0,144,2246
B,2454,15034580,1,143,1755
B,2455,15041359,0,145,2267
B,2456,15041493,1,143,1759
B,2457,15048272,0,145,2348
B,2458,15048408,1,142,1739
B,2459,15055183,0,145,2379
B,2460,15055316,1,145,1768
B,2461,15062096,0,145,2231
B,2462,15062232,1,141,1737
B,2463,15069009,0,144,2296
B,2464,15069144,1,142,1752
A,1879,15075853,0,144,2449
A,1880,15075983,1,146,2005
A,1881,15082766,0,144,2429
A,1882,15082898,1,144,1994
A,1883,15089679,0,144,2348
A,1884,15089812,1,143,2018
A,1885,15096593,0,144,2443
A,1886,15096723,1,146,2059
A,1887,15103506,0,144,2542
A,1888,15103638,1,144,2032
A,1889,15110420,0,144,2348
A,1890,15110550,1,146,2034
A,1891,15117334,0,144,2517
A,1892,15117464,1,146,2037
A,1893,15124247,0,143,2416
A,1894,15124379,1,143,2043
A,1895,15131159,0,144,2413
A,1896,15131290,1,145,2032
A,1897,15138072,0,143,2409
A,1898,15138204,1,144,2030
A,1899,15144983,0,144,2400
A,1900,15145118,1,141,2000
A,1901,15151894,0,144,2271
A,1902,15152026,1,144,2018
A,1903,15158806,0,144,2454
A,1904,15158938,1,144,2037
A,1905,15165718,0,143,2463
A,1906,15165848,1,145,2032
A,1907,15172629,0,144,2364
A,1908,15172764,1,141,2007
A,1909,15179540,0,144,2454
A,1910,15179675,1,141,2003
A,1911,15186453,0,143,2397
A,1912,15186582,1,146,2037
A,1913,15193365,0,144,2427
A,1914,15193495,1,146,2032
A,1915,15200278,0,144,2310
A,1916,15200411,1,143,2034
A,1917,15207191,0,143,2483
A,1918,15207320,1,146,2041
A,1919,15214103,0,144,2434
A,1920,15214236,1,143,2018
A,1921,15221015,0,144,2328
A,1922,15221147,1,144,2034
A,1923,15227928,0,144,2434
A,1924,15228059,1,145,2025
A,1925,15234840,0,144,2452
A,1926,15234970,1,146,2032
A,1927,15241752,0,143,2339
A,1928,15241881,1,146,2032
A,1929,15248662,0,145,2513
A,1930,15248794,1,145,2039
A,1931,15255576,0,143,2395
A,1932,15255708,1,143,2023
A,1933,15262488,0,144,2422
A,1934,15262622,1,142,2014
A,1935,15269401,0,144,2411
A,1936,15269533,1,144,2030
A,1937,15276314,0,144,2359
A,1938,15276448,1,142,2018
A,1939,15283228,0,143,2267
A,1940,15283360,1,143,2028
A,1941,15290139,0,144,2454
A,1942,15290272,1,143,2025
A,1943,15297052,0,144,2231
A,1944,15297183,1,145,2016
A,1945,15303965,0,143,2253
A,1946,15304093,1,147,2030
A,1947,15310877,0,144,2461
A,1948,15311006,1,147,2037
A,1949,15317789,0,144,2386
A,1950,15317922,1,143,2021
A,1951,15324701,0,144,2443
A,1952,15324832,1,145,2039
A,1953,15331614,0,143,2312
A,1954,15331746,1,143,2028
A,1955,15338526,0,144,2332
A,1956,15338659,1,143,2088
A,1957,15345438,0,144,2402
A,1958,15345570,1,144,2084
A,1959,15352351,0,145,2524
A,1960,15352483,1,145,2021
A,1961,15359264,0,144,2449
A,1962,15359396,1,145,2025
A,1963,15366178,0,144,2382
A,1964,15366307,1,147,2037
A,1965,15373090,0,145,2425
A,1966,15373221,1,146,2030
A,1967,15380003,0,145,2431
A,1968,15380139,1,141,2003
A,1969,15386917,0,145,2508
A,1970,15387049,1,145,2030
A,1971,15393832,0,144,2488
A,1972,15393964,1,144,2037
A,1973,15400746,0,145,2492
A,1974,15400880,1,143,2028
A,1975,15407662,0,143,2429
A,1976,15407794,1,143,2057
A,1977,15414577,0,144,2395
A,1978,15414712,1,140,2005
A,1979,15421492,0,144,2402
A,1980,15421625,1,143,2028
A,1981,15428407,0,144,2447
A,1982,15428537,1,146,2034
A,1983,15435321,0,144,2400
A,1984,15435453,1,144,2032
A,1985,15442239,0,139,2352
A,1986,15442367,1,143,2023
A,1987,15449147,0,144,2413
A,1988,15449276,1,147,2018
A,1989,15456062,0,144,2454
A,1990,15456195,1,143,2009
A,1991,15462974,0,144,2224
A,1992,15463107,1,143,2025
A,1993,15469887,0,144,2452
A,1994,15470020,1,143,2046
A,1995,15476801,0,144,2458
A,1996,15476930,1,147,2030
A,1997,15483715,0,144,2411
A,1998,15483847,1,144,2032
A,1999,15490628,0,145,2510
A,2000,15490759,1,146,2028
A,2001,15497543,0,144,2364
A,2002,15497676,1,143,2028
A,2003,15504457,0,144,2332
A,2004,15504590,1,143,2057
A,2005,15511371,0,144,2472
A,2006,15511502,1,145,2034
A,2007,15518285,0,143,2411
A,2008,15518417,1,144,2039
A,2009,15525199,0,144,2456
A,2010,15525334,1,141,2000
A,2011,15532113,0,143,2443
A,2012,15532242,1,146,2034
A,2013,15539026,0,143,2366
A,2014,15539157,1,145,2034
A,2015,15545938,0,144,2325
A,2016,15546073,1,141,2009
A,2017,15552852,0,143,2328
A,2018,15552981,1,146,2028
A,2019,15559764,0,144,2422
A,2020,15559893,1,147,2034
A,2021,15566678,0,143,2400
A,2022,15566812,1,141,2005
A,2023,15573592,0,143,2402
A,2024,15573724,1,143,2021
A,2025,15580505,0,144,2391
A,2026,15580637,1,144,2039
A,2027,15587419,0,145,2533
A,2028,15587552,1,144,2037
A,2029,15594334,0,143,2413
A,2030,15594465,1,144,2077
A,2031,15601247,0,144,2434
A,2032,15601376,1,147,2041
A,2033,15608161,0,144,2359
A,2034,15608293,1,144,2030
