"Stage","SeqNr","Timestamp","Phase","Width","Vprim"
B,1491,9580595,0,145,2325
B,1492,9580728,1,145,1757
B,1493,9587509,0,145,2323
B,1494,9587644,1,142,1743
B,1495,9594422,0,145,2314
B,1496,9594555,1,145,1770
B,1497,9601335,0,145,2300
B,1498,9601468,1,145,1809
B,1499,9608248,0,145,2346
B,1500,9608385,1,141,1743
B,1501,9615161,0,145,2332
B,1502,9615297,1,142,1748
B,1503,9622075,0,144,2181
B,1504,9622210,1,142,1746
B,1505,9628988,0,145,2332
B,1506,9629125,1,141,1730
B,1507,9635902,0,145,2271
B,1508,9636036,1,144,1797
B,1509,9642816,0,145,2352
B,1510,9642952,1,142,1752
B,1511,9649730,0,145,2373
B,1512,9649867,1,140,1743
B,1513,9656643,0,145,2294
B,1514,9656780,1,141,1734
B,1515,9663556,0,145,2224
B,1516,9663691,1,143,1748
B,1517,9670468,0,145,2325
B,1518,9670605,1,140,1741
B,1519,9677381,0,145,2325
B,1520,9677516,1,142,1770
B,1521,9684294,0,145,2163
B,1522,9684429,1,142,1748
B,1523,9691207,0,145,2328
B,1524,9691341,1,144,1764
B,1525,9698120,0,145,2325
B,1526,9698255,1,143,1752
B,1527,9705034,0,145,2215
B,1528,9705170,1,141,1730
B,1529,9711948,0,144,2382
B,1530,9712085,1,140,1739
B,1531,9718861,0,145,2334
B,1532,9718994,1,145,1775
B,1533,9725774,0,145,2334
B,1534,9725909,1,142,1750
B,1535,9732687,0,145,2325
B,1536,9732824,1,141,1734
B,1537,9739600,0,145,2334
B,1538,9739735,1,142,1725
B,1539,9746513,0,145,2253
B,1540,9746648,1,143,1746
B,1541,9753427,0,145,2253
B,1542,9753564,1,140,1743
B,1543,9760341,0,144,2346
B,1544,9760474,1,144,1773
B,1545,9767254,0,145,2267
B,1546,9767389,1,142,1746
B,1547,9774166,0,145,2332
B,1548,9774302,1,142,1800
B,1549,9781079,0,145,2332
B,1550,9781216,1,141,1730
B,1551,9787992,0,145,2332
B,1552,9788126,1,143,1755
B,1553,9794905,0,145,2251
B,1554,9795041,1,142,1752
B,1555,9801819,0,145,2341
B,1556,9801953,1,144,1761
B,1557,9808733,0,145,2212
B,1558,9808869,1,141,1743
B,1559,9815646,0,145,2334
B,1560,9815780,1,143,1752
B,1561,9822559,0,145,2337
B,1562,9822694,1,143,1743
B,1563,9829472,0,145,2312
B,1564,9829605,1,145,1764
B,1565,9836385,0,145,2303
B,1566,9836520,1,143,1748
B,1567,9843299,0,145,2185
B,1568,9843433,1,144,1759
B,1569,9850213,0,144,2443
B,1570,9850349,1,141,1831
B,1571,9857127,0,145,2291
B,1572,9857260,1,145,1761
B,1573,9864041,0,145,2170
B,1574,9864176,1,143,1748
B,1575,9870955,0,145,2352
B,1576,9871091,1,142,1750
B,1577,9877869,0,145,2334
B,1578,9878002,1,144,1768
B,1579,9884782,0,145,2330
B,1580,9884917,1,142,1761
B,1581,9891696,0,144,2332
B,1582,9891831,1,142,1739
B,1583,9898609,0,145,2323
B,1584,9898745,1,142,1746
B,1585,9905523,0,144,2323
B,1586,9905658,1,142,1755
B,1587,9912435,0,145,2339
B,1588,9912570,1,143,1748
B,1589,9919347,0,145,2314
B,1590,9919481,1,144,1757
B,1591,9926260,0,144,2334
B,1592,9926395,1,142,1743
B,1593,9933171,0,145,2325
B,1594,9933306,1,143,1748
B,1595,9940085,0,145,2330
B,1596,9940222,1,140,1730
B,1597,9946998,0,145,2341
B,1598,9947133,1,142,1730
B,1599,9953911,0,145,2231
B,1600,9954046,1,142,1748
B,1601,9960823,0,145,2346
B,1602,9960958,1,143,1748
B,1603,9967736,0,145,2267
B,1604,9967869,1,145,1764
B,1605,9974650,0,145,2307
B,1606,9974787,1,140,1727
B,1607,9981564,0,144,2300
B,1608,9981698,1,143,1757
B,1609,9988477,0,145,2364
B,1610,9988611,1,143,1750
B,1611,9995390,0,144,2323
B,1612,9995526,1,141,1750
B,1613,10002304,0,145,2154
B,1614,10002437,1,145,1766
B,1615,10009218,0,145,2339
B,1616,10009350,1,145,1748
B,1617,10016132,0,145,2323
B,1618,10016267,1,143,1748
B,1619,10023047,0,145,2323
B,1620,10023182,1,142,1770
B,1621,10029961,0,145,2307
B,1622,10030095,1,143,1784
B,1623,10036875,0,145,2346
B,1624,10037010,1,142,1748
B,1625,10043789,0,144,2328
B,1626,10043924,1,142,1739
B,1627,10050702,0,145,2332
B,1628,10050835,1,145,1770
B,1629,10057616,0,145,2303
B,1630,10057751,1,142,1759
B,1631,10064530,0,145,2341
B,1632,10064665,1,142,1775
B,1633,10071443,0,145,2343
B,1634,10071578,1,143,1757
B,1635,10078358,0,145,2276
B,1636,10078495,1,140,1734
B,1637,10085270,0,145,2235
B,1638,10085405,1,143,1748
B,1639,10092183,0,145,2343
B,1640,10092320,1,141,1741
B,1641,10099096,0,145,2190
B,1642,10099233,1,140,1743
B,1643,10106009,0,145,2332
B,1644,10106145,1,142,1746
B,1645,10112921,0,145,2276
B,1646,10113057,1,141,1739
B,1647,10119833,0,145,2334
B,1648,10119968,1,143,1746
B,1649,10126745,0,145,2332
B,1650,10126878,1,144,1761
B,1651,10133657,0,145,2339
B,1652,10133792,1,142,1743
B,1653,10140570,0,145,2255
B,1654,10140703,1,145,1775
B,1655,10147483,0,144,2337
B,1656,10147618,1,142,1759
B,1657,10154396,0,144,2341
B,1658,10154532,1,141,1730
B,1659,10161309,0,145,2231
B,1660,10161444,1,143,1748
B,1661,10168222,0,145,2210
B,1662,10168358,1,142,1741
B,1663,10175134,0,145,2348
B,1664,10175269,1,142,1761
B,1665,10182046,0,145,2352
B,1666,10182181,1,143,1746
B,1667,10188961,0,144,2325
B,1668,10189096,1,142,1750
B,1669,10195875,0,145,2337
B,1670,10196012,1,141,1734
B,1671,10202789,0,145,2273
B,1672,10202926,1,141,1734
B,1673,10209703,0,144,2310
B,1674,10209838,1,142,1743
B,1675,10216617,0,145,2197
B,1676,10216752,1,142,1764
B,1677,10223531,0,144,2260
B,1678,10223665,1,143,1750
B,1679,10230445,0,145,2330
B,1680,10230582,1,141,1739
B,1681,10237358,0,145,2328
B,1682,10237493,1,143,1739
B,1683,10244271,0,145,2203
B,1684,10244405,1,143,1752
B,1685,10251184,0,145,2346
B,1686,10251321,1,141,1739
B,1687,10258098,0,145,2294
B,1688,10258231,1,144,1757
B,1689,10265011,0,145,2337
B,1690,10265145,1,144,1761
B,1691,10271924,0,145,2319
B,1692,10272059,1,143,1741
B,1693,10278837,0,145,2346
B,1694,10278970,1,145,1757
B,1695,10285749,0,144,2319
B,1696,10285881,1,145,1764
B,1697,10292661,0,145,2343
B,1698,10292796,1,142,1759
B,1699,10299573,0,145,2337
B,1700,10299708,1,143,1757
B,1701,10306486,0,145,2339
B,1702,10306619,1,145,1764
B,1703,10313398,0,145,2260
B,1704,10313536,1,140,1734
B,1705,10320310,0,144,2203
B,1706,10320444,1,143,1750
B,1707,10327221,0,145,2319
B,1708,10327356,1,143,1757
B,1709,10334134,0,145,2285
B,1710,10334270,1,141,1739
B,1711,10341046,0,145,2310
B,1712,10341181,1,143,1752
B,1713,10347958,0,145,2330
B,1714,10348093,1,142,1748
B,1715,10354870,0,145,2321
B,1716,10355007,1,141,1739
B,1717,10361783,0,145,2330
B,1718,10361918,1,142,1752
B,1719,10368695,0,145,2343
B,1720,10368829,1,144,1764
B,1721,10375609,0,145,2287
B,1722,10375744,1,142,1755
B,1723,10382523,0,145,2343
B,1724,10382658,1,143,1784
B,1725,10389436,0,145,2328
B,1726,10389571,1,143,1752
B,1727,10396350,0,145,2325
B,1728,10396485,1,143,1730
B,1729,10403264,0,145,2276
B,1730,10403399,1,143,1750
B,1731,10410178,0,145,2339
B,1732,10410314,1,142,1766
B,1733,10417093,0,145,2228
B,1734,10417228,1,143,1755
B,1735,10424008,0,145,2339
B,1736,10424143,1,143,1746
B,1737,10430922,0,144,2330
B,1738,10431057,1,142,1748
B,1739,10437835,0,145,2355
B,1740,10437970,1,143,1752
B,1741,10444749,0,145,2339
B,1742,10444886,1,140,1739
B,1743,10451663,0,145,2339
B,1744,10451798,1,142,1752
B,1745,10458577,0,145,2334
B,1746,10458714,1,140,1737
B,1747,10465489,0,145,2154
B,1748,10465625,1,142,1727
B,1749,10472402,0,145,2337
B,1750,10472537,1,143,1730
B,1751,10479315,0,145,2339
B,1752,10479451,1,141,1741
B,1753,10486227,0,145,2226
B,1754,10486360,1,144,1768
B,1755,10493138,0,145,2337
B,1756,10493273,1,143,1752
B,1757,10500050,0,145,2319
B,1758,10500187,1,140,1743
B,1759,10506960,0,145,2323
B,1760,10507094,1,144,1752
B,1761,10513872,0,145,2172
B,1762,10514007,1,142,1743
B,1763,10520783,0,145,2233
B,1764,10520918,1,143,1730
B,1765,10527694,0,145,2319
B,1766,10527827,1,144,1768
B,1767,10534603,0,145,2330
B,1768,10534738,1,143,1750
B,1769,10541513,0,145,2226
B,1770,10541647,1,143,1752
B,1771,10548423,0,145,2161
B,1772,10548560,1,141,1734
B,1773,10555335,0,144,2352
B,1774,10555467,1,145,1770
B,1775,10562245,0,145,2330
B,1776,10562381,1,141,1748
B,1777,10569155,0,145,2350
B,1778,10569292,1,141,1768
B,1779,10576066,0,145,2334
B,1780,10576202,1,142,1750
B,1781,10582977,0,145,2332
B,1782,10583112,1,143,1739
B,1783,10589887,0,144,2346
B,1784,10590021,1,143,1755
B,1785,10596797,0,144,2350
B,1786,10596931,1,143,1748
B,1787,10603707,0,145,2334
B,1788,10603844,1,140,1741
B,1789,10610617,0,145,2343
B,1790,10610751,1,144,1764
B,1791,10617528,0,145,2359
B,1792,10617663,1,143,1746
B,1793,10624438,0,145,2382
B,1794,10624575,1,141,1730
B,1795,10631349,0,145,2350
B,1796,10631482,1,145,1764
B,1797,10638261,0,145,2285
B,1798,10638396,1,143,1752
B,1799,10645172,0,145,2339
B,1800,10645307,1,143,1752
B,1801,10652084,0,145,2334
B,1802,10652219,1,142,1748
B,1803,10658997,0,145,2251
B,1804,10659131,1,144,1746
B,1805,10665911,0,145,2190
B,1806,10666046,1,142,1764
B,1807,10672824,0,144,2328
B,1808,10672959,1,142,1755
B,1809,10679739,0,144,2346
B,1810,10679872,1,144,1768
B,1811,10686653,0,145,2328
B,1812,10686786,1,144,1761
B,1813,10693566,0,145,2348
B,1814,10693700,1,144,1750
B,1815,10700480,0,145,2310
B,1816,10700615,1,143,1743
B,1817,10707393,0,145,2337
B,1818,10707530,1,141,1741
B,1819,10714306,0,145,2330
B,1820,10714441,1,143,1757
B,1821,10721220,0,144,2262
B,1822,10721354,1,143,1748
B,1823,10728133,0,144,2325
B,1824,10728269,1,141,1734
B,1825,10735045,0,145,2255
B,1826,10735182,1,141,1739
B,1827,10741958,0,145,2310
B,1828,10742093,1,143,1737
B,1829,10748871,0,145,2334
B,1830,10749004,1,144,1761
B,1831,10755783,0,145,2341
B,1832,10755918,1,143,1764
B,1833,10762697,0,144,2249
B,1834,10762832,1,142,1757
B,1835,10769610,0,145,2334
B,1836,10769745,1,142,1743
B,1837,10776523,0,145,2334
B,1838,10776658,1,142,1755
B,1839,10783437,0,145,2330
B,1840,10783570,1,145,1746
B,1841,10790352,0,145,2346
B,1842,10790485,1,144,1687
B,1843,10797265,0,144,2282
B,1844,10797400,1,142,1770
B,1845,10804178,0,145,2203
B,1846,10804313,1,142,1752
B,1847,10811091,0,144,2334
B,1848,10811224,1,144,1759
A,1263,10817804,0,144,2474
A,1264,10817935,1,145,2039
A,1265,10824716,0,144,2375
A,1266,10824849,1,143,2032
A,1267,10831629,0,144,2321
A,1268,10831764,1,141,2009
A,1269,10838543,0,143,2339
A,1270,10838673,1,145,2032
A,1271,10845456,0,144,2418
A,1272,10845587,1,145,2030
A,1273,10852369,0,144,2443
A,1274,10852502,1,143,2016
A,1275,10859283,0,144,2400
A,1276,10859416,1,143,2025
A,1277,10866196,0,144,2463
A,1278,10866327,1,145,2041
A,1279,10873109,0,144,2366
A,1280,10873240,1,145,2037
A,1281,10880023,0,143,2386
A,1282,10880155,1,143,2034
A,1283,10886935,0,144,2400
A,1284,10887064,1,148,2023
A,1285,10893849,0,144,2373
A,1286,10893981,1,144,2014
A,1287,10900761,0,144,2440
A,1288,10900893,1,143,2034
A,1289,10907671,0,145,2377
A,1290,10907807,1,141,1996
A,1291,10914583,0,144,2411
A,1292,10914714,1,144,2018
A,1293,10921493,0,144,2513
A,1294,10921627,1,142,2016
A,1295,10928404,0,144,2400
A,1296,10928539,1,141,2009
A,1297,10935315,0,143,2404
A,1298,10935443,1,147,2028
A,1299,10942225,0,144,2542
A,1300,10942358,1,143,2030
A,1301,10949136,0,144,2393
A,1302,10949269,1,143,2037
A,1303,10956049,0,144,2429
A,1304,10956181,1,144,2025
A,1305,10962962,0,144,2249
A,1306,10963094,1,143,2018
A,1307,10969876,0,144,2346
A,1308,10970006,1,146,2028
A,1309,10976791,0,143,2359
A,1310,10976923,1,144,2028
A,1311,10983705,0,144,2425
A,1312,10983835,1,146,2039
A,1313,10990619,0,144,2393
A,1314,10990748,1,147,2048
A,1315,10997533,0,144,2402
A,1316,10997665,1,144,2032
A,1317,11004447,0,144,2343
A,1318,11004578,1,145,2014
A,1319,11011361,0,144,2370
A,1320,11011491,1,146,2030
A,1321,11018274,0,144,2384
A,1322,11018409,1,141,2014
A,1323,11025188,0,144,2397
A,1324,11025318,1,146,2086
A,1325,11032103,0,144,2382
A,1326,11032234,1,145,2018
A,1327,11039016,0,145,2470
A,1328,11039152,1,141,2012
A,1329,11045930,0,143,2323
A,1330,11046059,1,146,2028
A,1331,11052842,0,144,2431
A,1332,11052977,1,141,2007
A,1333,11059756,0,143,2409
A,1334,11059887,1,144,2034
A,1335,11066669,0,144,2400
A,1336,11066800,1,145,2032
A,1337,11073583,0,144,2528
A,1338,11073714,1,145,2037
A,1339,11080498,0,143,2436
A,1340,11080630,1,144,2018
A,1341,11087410,0,144,2411
A,1342,11087543,1,143,2052
A,1343,11094323,0,144,2357
A,1344,11094454,1,145,2039
A,1345,11101237,0,143,2413
A,1346,11101366,1,147,2030
A,1347,11108149,0,143,2411
A,1348,11108281,1,143,2041
A,1349,11115061,0,144,2316
A,1350,11115192,1,145,2034
A,1351,11121974,0,144,2449
A,1352,11122103,1,147,2039
A,1353,11128885,0,145,2458
A,1354,11129017,1,145,2023
A,1355,11135799,0,143,2411
A,1356,11135931,1,143,2037
A,1357,11142711,0,144,2402
A,1358,11142843,1,144,2018
A,1359,11149624,0,143,2456
A,1360,11149755,1,145,2032
A,1361,11156536,0,143,2393
A,1362,11156666,1,145,2018
A,1363,11163447,0,144,2443
A,1364,11163580,1,144,2030
A,1365,11170360,0,144,2402
A,1366,11170491,1,145,2000
A,1367,11177273,0,144,2339
A,1368,11177403,1,146,2032
A,1369,11184186,0,145,2535
A,1370,11184317,1,146,2100
A,1371,11191100,0,144,2490
A,1372,11191235,1,141,2005
A,1373,11198014,0,144,2413
A,1374,11198143,1,147,2028
A,1375,11204927,0,144,2515
A,1376,11205058,1,145,2028
A,1377,11211842,0,143,2422
A,1378,11211976,1,141,2018
A,1379,11218754,0,144,2334
A,1380,11218885,1,145,2041
A,1381,11225667,0,144,2402
A,1382,11225800,1,143,2046
A,1383,11232580,0,144,2416
A,1384,11232714,1,142,2016
A,1385,11239493,0,144,2391
A,1386,11239624,1,145,2028
A,1387,11246407,0,143,2409
A,1388,11246538,1,145,2023
A,1389,11253320,0,143,2404
A,1390,11253450,1,145,2050
A,1391,11260233,0,144,2431
A,1392,11260363,1,146,2030
A,1393,11267146,0,144,2370
A,1394,11267278,1,144,2034
A,1395,11274059,0,144,2377
A,1396,11274190,1,145,2030
A,1397,11280973,0,144,2465
A,1398,11281106,1,143,2028
A,1399,11287886,0,144,2289
A,1400,11288017,1,145,2032
A,1401,11294800,0,144,2443
A,1402,11294931,1,145,2034
A,1403,11301714,0,144,2463
A,1404,11301844,1,146,2039
A,1405,11308629,0,144,2395
A,1406,11308760,1,144,2032
A,1407,11315543,0,144,2393
A,1408,11315674,1,145,2030
A,1409,11322456,0,145,2546
A,1410,11322587,1,146,2023
A,1411,11329370,0,145,2522
A,1412,11329503,1,144,2093
A,1413,11336284,0,144,2407
A,1414,11336416,1,144,2037
A,1415,11343197,0,144,2454
A,1416,11343326,1,147,2032
A,1417,11350109,0,144,2190
A,1418,11350243,1,142,2000
A,1419,11357022,0,144,2402
A,1420,11357154,1,144,2030
A,1421,11363934,0,144,2425
A,1422,11364067,1,143,2043
A,1423,11370846,0,144,2370
A,1424,11370978,1,144,2046
A,1425,11377758,0,144,2485
A,1426,11377890,1,144,1964
A,1427,11384672,0,144,2325
A,1428,11384804,1,144,2041
A,1429,11391586,0,144,2434
A,1430,11391716,1,146,2028
A,1431,11398498,0,144,2407
A,1432,11398630,1,144,2028
A,1433,11405412,0,143,2271
A,1434,11405541,1,146,2021
A,1435,11412324,0,144,2231
A,1436,11412457,1,143,2032
A,1437,11419236,0,143,2397
A,1438,11419368,1,144,2018
A,1439,11426147,0,144,2359
A,1440,11426282,1,141,2000
A,1441,11433059,0,144,2411
A,1442,11433194,1,141,2007
A,1443,11439972,0,143,2411
A,1444,11440101,1,147,2037
A,1445,11446884,0,144,2425
A,1446,11447016,1,144,2043
A,1447,11453796,0,144,2456
A,1448,11453931,1,141,2007
A,1449,11460709,0,144,2434
A,1450,11460839,1,146,2034
A,1451,11467622,0,144,2341
A,1452,11467755,1,143,2021
A,1453,11474535,0,144,2404
A,1454,11474667,1,144,2032
A,1455,11481448,0,144,2427
A,1456,11481579,1,145,2032
A,1457,11488359,0,144,2431
A,1458,11488490,1,146,2030
A,1459,11495272,0,144,2429
A,1460,11495403,1,144,2028
A,1461,11502184,0,144,2393
A,1462,11502319,1,141,2003
A,1463,11509097,0,143,2368
A,1464,11509226,1,147,2032
A,1465,11516009,0,143,2411
A,1466,11516139,1,145,2034
A,1467,11522919,0,144,2328
A,1468,11523049,1,147,2034
A,1469,11529831,0,144,2357
A,1470,11529963,1,143,2028
A,1471,11536742,0,143,2407
A,1472,11536872,1,145,2032
A,1473,11543653,0,144,2391
A,1474,11543785,1,144,2030
A,1475,11550564,0,144,2418
A,1476,11550699,1,141,2012
A,1477,11557476,0,144,2456
A,1478,11557610,1,142,2021
A,1479,11564388,0,144,2436
A,1480,11564522,1,142,2012
A,1481,11571300,0,144,2400
A,1482,11571435,1,141,2007
A,1483,11578211,0,144,2438
A,1484,11578343,1,145,2032
A,1485,11585125,0,144,2260
A,1486,11585255,1,145,2043
A,1487,11592037,0,144,2449
A,1488,11592172,1,142,2005
A,1489,11598951,0,144,2445
A,1490,11599081,1,146,2028
A,1491,11605865,0,145,2456
A,1492,11605997,1,145,2032
A,1493,11612780,0,143,2413
A,1494,11612909,1,147,2030
A,1495,11619692,0,144,2434
A,1496,11619823,1,145,2014
A,1497,11626604,0,144,2540
A,1498,11626734,1,146,2030
A,1499,11633517,0,144,2429
A,1500,11633647,1,146,2034
A,1501,11640430,0,144,2445
A,1502,11640562,1,144,2037
A,1503,11647342,0,144,2411
A,1504,11647474,1,144,2032
A,1505,11654254,0,144,2501
A,1506,11654387,1,142,2018
A,1507,11661165,0,144,2456
A,1508,11661295,1,146,2025
A,1509,11668077,0,145,2472
A,1510,11668210,1,143,2032
A,1511,11674990,0,144,2300
A,1512,11675125,1,141,2014
A,1513,11681903,0,144,2434
A,1514,11682033,1,146,2048
A,1515,11688815,0,144,2438
A,1516,11688947,1,144,2034
A,1517,11695728,0,144,2350
A,1518,11695863,1,141,2012
A,1519,11702640,0,144,2416
A,1520,11702773,1,142,2025
A,1521,11709552,0,143,2420
A,1522,11709684,1,143,2016
A,1523,11716464,0,144,2447
A,1524,11716593,1,147,2037
A,1525,11723377,0,144,2386
A,1526,11723509,1,144,2034
A,1527,11730290,0,144,2504
A,1528,11730420,1,146,2039
A,1529,11737203,0,144,2255
A,1530,11737335,1,145,2014
A,1531,11744116,0,144,2463
A,1532,11744247,1,145,2037
A,1533,11751029,0,145,2404
A,1534,11751162,1,143,2059
A,1535,11757943,0,144,2384
A,1536,11758075,1,144,2041
A,1537,11764855,0,144,2472
A,1538,11764985,1,145,2025
A,1539,11771768,0,144,2425
A,1540,11771900,1,144,2023
A,1541,11778680,0,144,2397
A,1542,11778811,1,145,2028
A,1543,11785593,0,143,2427
A,1544,11785723,1,145,2032
A,1545,11792505,0,144,2436
A,1546,11792636,1,145,1973
A,1547,11799417,0,144,2447
A,1548,11799550,1,143,2034
A,1549,11806331,0,144,2449
A,1550,11806464,1,143,2059
A,1551,11813244,0,144,2420
A,1552,11813377,1,143,2016
A,1553,11820158,0,144,2400
A,1554,11820287,1,146,2037
A,1555,11827072,0,143,2413
A,1556,11827204,1,143,2028
A,1557,11833984,0,144,2373
A,1558,11834116,1,144,2030
A,1559,11840898,0,143,2278
A,1560,11841029,1,144,2034
A,1561,11847810,0,144,2366
A,1562,11847941,1,145,2028
A,1563,11854723,0,144,2404
A,1564,11854855,1,144,2034
A,1565,11861636,0,144,2438
A,1566,11861769,1,144,2034
A,1567,11868550,0,144,2273
A,1568,11868679,1,147,2057
A,1569,11875462,0,144,2449
A,1570,11875596,1,142,2023
A,1571,11882376,0,144,2411
A,1572,11882511,1,141,2005
A,1573,11889290,0,144,2388
A,1574,11889420,1,146,2030
A,1575,11896204,0,144,2463
A,1576,11896336,1,144,2028
A,1577,11903116,0,144,2416
A,1578,11903248,1,144,2043
A,1579,11910028,0,144,2364
A,1580,11910160,1,144,2032
A,1581,11916940,0,144,2332
A,1582,11917075,1,141,2012
A,1583,11923853,0,144,2447
A,1584,11923983,1,146,2030
A,1585,11930767,0,144,2366
A,1586,11930896,1,146,1982
A,1587,11937680,0,144,2438
A,1588,11937812,1,144,2032
A,1589,11944593,0,144,2289
A,1590,11944726,1,143,2034
A,1591,11951505,0,144,2434
A,1592,11951638,1,142,2021
A,1593,11958418,0,143,2300
A,1594,11958551,1,142,2016
A,1595,11965330,0,143,2384
A,1596,11965462,1,143,2037
A,1597,11972240,0,144,2434
A,1598,11972372,1,144,2034
A,1599,11979152,0,144,2422
A,1600,11979284,1,144,2025
A,1601,11986064,0,144,2443
A,1602,11986199,1,141,2009
A,1603,11992975,0,144,2411
A,1604,11993107,1,144,2028
A,1605,11999886,0,144,2231
A,1606,12000018,1,144,2018
A,1607,12006798,0,144,2328
A,1608,12006933,1,141,2009
A,1609,12013711,0,143,2407
A,1610,12013840,1,147,2034
A,1611,12020622,0,144,2420
A,1612,12020754,1,144,2037
A,1613,12027534,0,144,2402
A,1614,12027669,1,141,2016
A,1615,12034448,0,144,2429
A,1616,12034580,1,143,2028
A,1617,12041362,0,144,2409
A,1618,12041492,1,146,1987
A,1619,12048275,0,143,2332
A,1620,12048405,1,145,2007
A,1621,12055186,0,144,2449
A,1622,12055318,1,144,2037
A,1623,12062100,0,143,2339
A,1624,12062229,1,146,2032
A,1625,12069013,0,144,2418
A,1626,12069145,1,144,2028
A,1627,12075928,0,143,2411
A,1628,12076056,1,147,2030
A,1629,12082842,0,144,2409
A,1630,12082972,1,146,2030
A,1631,12089756,0,144,2517
A,1632,12089887,1,145,2034
A,1633,12096671,0,144,2298
A,1634,12096802,1,145,2032
A,1635,12103585,0,144,2395
A,1636,12103716,1,145,2039
A,1637,12110499,0,144,2472
A,1638,12110633,1,142,2014
A,1639,12117414,0,144,2427
A,1640,12117543,1,147,2030
A,1641,12124327,0,144,2361
A,1642,12124459,1,144,2007
A,1643,12131242,0,144,2427
A,1644,12131374,1,144,2009
A,1645,12138155,0,144,2449
A,1646,12138287,1,144,2043
A,1647,12145070,0,144,2443
A,1648,12145204,1,142,2018
A,1649,12151984,0,144,2334
A,1650,12152117,1,143,2032
A,1651,12158897,0,143,2305
A,1652,12159028,1,144,2016
A,1653,12165809,0,144,2413
A,1654,12165940,1,145,2028
A,1655,12172722,0,144,2411
A,1656,12172857,1,141,2014
A,1657,12179635,0,144,2373
A,1658,12179766,1,145,2018
A,1659,12186550,0,144,2515
A,1660,12186681,1,145,2039
A,1661,12193464,0,143,2402
A,1662,12193598,1,141,2021
A,1663,12200377,0,144,2447
A,1664,12200506,1,147,2032
A,1665,12207292,0,143,2409
A,1666,12207424,1,144,2032
A,1667,12214206,0,143,2343
A,1668,12214338,1,143,2039
A,1669,12221119,0,144,2434
A,1670,12221251,1,144,2028
A,1671,12228032,0,144,2364
A,1672,12228167,1,141,2009
A,1673,12234946,0,144,2395
A,1674,12235078,1,144,2023
A,1675,12241858,0,145,2537
A,1676,12241991,1,144,2057
A,1677,12248772,0,144,2321
A,1678,12248905,1,142,2041
A,1679,12255685,0,144,2242
A,1680,12255817,1,144,2030
A,1681,12262599,0,144,2321
A,1682,12262729,1,145,2039
A,1683,12269511,0,144,2461
A,1684,12269644,1,143,2023
A,1685,12276425,0,143,2246
A,1686,12276553,1,147,2032
A,1687,12283337,0,144,2370
A,1688,12283466,1,146,2039
A,1689,12290248,0,145,2519
A,1690,12290378,1,147,2048
A,1691,12297160,0,144,2361
A,1692,12297295,1,141,2007
A,1693,12304073,0,143,2434
A,1694,12304203,1,145,2032
A,1695,12310985,0,143,2300
A,1696,12311115,1,145,2034
A,1697,12317896,0,144,2393
A,1698,12318027,1,145,2012
A,1699,12324807,0,144,2407
A,1700,12324937,1,146,2023
A,1701,12331718,0,144,2458
A,1702,12331850,1,144,2048
A,1703,12338629,0,144,2449
A,1704,12338761,1,144,2032
A,1705,12345542,0,144,2416
A,1706,12345677,1,140,2005
A,1707,12352453,0,144,2431
A,1708,12352585,1,144,2048
A,1709,12359365,0,144,2506
A,1710,12359497,1,144,2032
A,1711,12366277,0,144,2436
A,1712,12366406,1,147,2048
A,1713,12373190,0,144,2483
A,1714,12373322,1,144,2037
A,1715,12380102,0,143,2411
A,1716,12380235,1,143,2000
A,1717,12387014,0,143,2314
A,1718,12387144,1,145,2032
A,1719,12393925,0,144,2253
A,1720,12394058,1,143,2025
A,1721,12400838,0,143,2420
A,1722,12400970,1,144,2025
A,1723,12407751,0,143,2472
A,1724,12407883,1,143,2028
A,1725,12414663,0,144,2386
A,1726,12414798,1,141,2005
A,1727,12421576,0,143,2285
A,1728,12421704,1,147,2037
A,1729,12428488,0,144,2413
A,1730,12428621,1,143,2039
A,1731,12435401,0,144,2407
A,1732,12435534,1,143,2039
A,1733,12442314,0,143,2413
A,1734,12442443,1,147,2039
A,1735,12449225,0,144,2260
A,1736,12449356,1,145,2037
A,1737,12456138,0,144,2379
A,1738,12456270,1,144,2030
A,1739,12463051,0,143,2352
A,1740,12463180,1,146,2016
A,1741,12469963,0,144,2474
A,1742,12470095,1,144,2021
A,1743,12476877,0,143,2413
A,1744,12477007,1,145,2041
A,1745,12483791,0,143,2440
A,1746,12483922,1,145,2039
A,1747,12490704,0,144,2447
A,1748,12490837,1,143,2025
A,1749,12497618,0,144,2422
A,1750,12497751,1,143,2023
A,1751,12504531,0,144,2454
A,1752,12504664,1,144,2023
A,1753,12511444,0,144,2526
A,1754,12511577,1,144,2028
A,1755,12518358,0,144,2379
A,1756,12518490,1,144,2014
A,1757,12525269,0,144,2562
A,1758,12525401,1,144,2030
A,1759,12532181,0,144,2454
A,1760,12532314,1,143,2014
A,1761,12539093,0,144,2447
A,1762,12539226,1,143,2023
A,1763,12546006,0,144,2391
A,1764,12546135,1,147,2039
A,1765,12552918,0,144,2513
A,1766,12553050,1,144,2039
A,1767,12559830,0,144,2323
A,1768,12559964,1,141,2005
A,1769,12566743,0,144,2377
A,1770,12566873,1,146,2032
A,1771,12573655,0,144,2438
A,1772,12573787,1,144,2030
A,1773,12580568,0,144,2429
A,1774,12580700,1,144,2034
A,1775,12587481,0,144,2438
A,1776,12587613,1,144,2037
A,1777,12594393,0,145,2515
