"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
A,143096,2163174705,1,64,1971
B,134137,2163183343,0,179,2341
B,134138,2163183510,1,178,1890
A,143097,2163183958,0,62,2379
A,143098,2163184006,1,67,1973
B,134139,2163192624,0,178,2494
B,134140,2163192792,1,176,1897
A,143099,2163193213,0,62,2501
A,143100,2163193264,1,62,1964
B,134141,2163201956,0,177,2488
B,134142,2163202120,1,177,1910
A,143101,2163202565,0,62,2461
A,143102,2163202617,1,63,1958
B,134143,2163211286,0,176,2328
B,134144,2163211452,1,174,1897
A,143103,2163211872,0,62,2476
A,143104,2163211924,1,60,1960
B,134145,2163220614,0,175,2499
B,134146,2163220779,1,173,1897
A,143105,2163221222,0,69,2483
A,143106,2163221282,1,55,1960
B,134147,2163229940,0,174,2411
B,134148,2163230104,1,172,1894
A,143107,2163230526,0,63,2465
A,143108,2163230578,1,63,1980
B,134149,2163239264,0,173,2366
B,134150,2163239427,1,176,1899
A,143109,2163239880,0,63,2436
A,143110,2163239931,1,64,1971
B,134151,2163248534,0,170,2497
B,134152,2163248694,1,169,1890
A,143111,2163249133,0,68,2440
A,143112,2163249190,1,58,2021
B,134153,2163257800,0,170,2483
B,134154,2163257961,1,167,1888
A,143113,2163258390,0,61,2463
A,143114,2163258439,1,65,1978
B,134155,2163267064,0,169,2467
B,134156,2163267220,1,169,1910
A,143115,2163267642,0,62,2413
A,143116,2163267690,1,67,1978
B,134157,2163276378,0,168,2488
B,134158,2163276536,1,165,1892
A,143117,2163276947,0,62,2479
A,143118,2163276995,1,66,1969
B,134159,2163285689,0,167,2542
B,134160,2163285845,1,166,1899
A,143119,2163286299,0,63,2452
A,143120,2163286350,1,65,1971
B,134161,2163294999,0,165,2490
B,134162,2163295156,1,162,1897
A,143121,2163295602,0,63,2492
A,143122,2163295653,1,64,1973
B,134163,2163304306,0,165,2368
B,134164,2163304459,1,164,1906
A,143123,2163304906,0,62,2458
A,143124,2163304959,1,62,1946
B,134165,2163313611,0,163,2334
B,134166,2163313763,1,161,1892
A,143125,2163314209,0,63,2434
A,143126,2163314260,1,64,1980
B,134167,2163322861,0,162,2357
B,134168,2163323013,1,160,1885
A,143127,2163323418,0,61,2501
A,143128,2163323469,1,59,1942
B,134169,2163332109,0,160,2377
B,134170,2163332257,1,161,1793
A,143129,2163332666,0,63,2506
A,143130,2163332717,1,65,1978
B,134171,2163341353,0,160,2485
B,134172,2163341504,1,156,1870
A,143131,2163341922,0,59,2373
A,143132,2163341971,1,63,1942
B,134173,2163350647,0,159,2472
B,134174,2163350793,1,160,1912
A,143133,2163351221,0,63,2461
A,143134,2163351272,1,64,1971
B,134175,2163359940,0,158,2479
B,134176,2163360087,1,156,1921
A,143135,2163360524,0,63,2445
A,143136,2163360573,1,66,1924
B,134177,2163369231,0,157,2443
B,134178,2163369377,1,155,1892
A,143137,2163369778,0,61,2440
A,143138,2163369828,1,64,1969
B,134179,2163378521,0,155,2454
B,134180,2163378665,1,155,1908
A,143139,2163379083,0,60,2449
A,143140,2163379134,1,62,1942
B,134181,2163387756,0,154,2386
B,134182,2163387898,1,154,1892
A,143141,2163388334,0,63,2458
A,143142,2163388383,1,66,1967
B,134183,2163396988,0,153,2485
B,134184,2163397130,1,152,1861
A,143143,2163397538,0,63,2425
A,143144,2163397590,1,64,1955
B,134185,2163406217,0,152,2404
B,134186,2163406359,1,150,1867
A,143145,2163406791,0,63,2479
A,143146,2163406840,1,66,2005
B,134187,2163415445,0,151,2479
B,134188,2163415584,1,151,1885
A,143147,2163415997,0,61,2436
A,143148,2163416046,1,64,1960
B,134189,2163424724,0,150,2492
B,134190,2163424865,1,147,1865
A,143149,2163425300,0,63,2425
A,143150,2163425349,1,66,1991
B,134191,2163434001,0,149,2481
B,134192,2163434139,1,147,1872
A,143151,2163434555,0,63,2456
A,143152,2163434606,1,64,1969
B,134193,2163443275,0,148,2851
B,134194,2163443411,1,146,2271
A,143153,2163443808,0,63,2456
A,143154,2163443859,1,65,1991
B,134195,2163452547,0,146,2494
B,134196,2163452681,1,146,1881
A,143155,2163453113,0,63,2463
A,143156,2163453162,1,66,1985
B,134197,2163461764,0,144,2447
B,134198,2163461898,1,143,1865
A,143157,2163462318,0,62,2413
A,143158,2163462370,1,63,1951
B,134199,2163470979,0,144,2470
B,134200,2163471112,1,142,1874
A,143159,2163471522,0,63,2472
A,143160,2163471574,1,64,1964
B,134201,2163480192,0,142,2479
B,134202,2163480326,1,139,1861
A,143161,2163480727,0,63,2571
A,143162,2163480776,1,67,1982
B,134203,2163489401,0,142,2325
B,134204,2163489532,1,141,1881
A,143163,2163489935,0,59,2384
A,143164,2163489983,1,63,1958
B,134205,2163498660,0,141,2474
B,134206,2163498791,1,138,1876
A,143165,2163499184,0,63,2391
A,143166,2163499236,1,63,1971
B,134207,2163507918,0,140,2492
B,134208,2163508047,1,138,1872
A,143167,2163508438,0,62,2467
A,143168,2163508489,1,64,1980
B,134209,2163517173,0,139,2494
B,134210,2163517300,1,139,1883
A,143169,2163517691,0,63,2490
A,143170,2163517743,1,63,1973
B,134211,2163526428,0,137,2492
B,134212,2163526555,1,135,1885
A,143171,2163526952,0,56,2409
A,143172,2163526997,1,65,1958
B,134213,2163535625,0,136,2490
B,134214,2163535752,1,132,1861
A,143173,2163536149,0,63,2465
A,143174,2163536198,1,66,1967
B,134215,2163544821,0,135,2490
B,134216,2163544945,1,133,1870
A,143175,2163545352,0,65,2458
A,143176,2163545408,1,60,1953
B,134217,2163554014,0,134,2339
B,134218,2163554135,1,134,1881
A,143177,2163554556,0,63,2447
A,143178,2163554607,1,64,1969
B,134219,2163563206,0,132,2436
B,134220,2163563330,1,129,1867
A,143179,2163563710,0,62,2429
A,143180,2163563761,1,64,1973
B,134221,2163572446,0,132,2454
B,134222,2163572568,1,130,1861
A,143181,2163572962,0,63,2393
A,143182,2163573011,1,67,2014
B,134223,2163581687,0,131,2388
B,134224,2163581806,1,130,1881
A,143183,2163582217,0,63,2434
A,143184,2163582268,1,64,1971
B,134225,2163590924,0,130,2476
B,134226,2163591041,1,131,1879
A,143185,2163591420,0,63,2440
A,143186,2163591472,1,64,1971
B,134227,2163600161,0,128,2434
B,134228,2163600280,1,124,1854
A,143187,2163600674,0,69,2542
A,143188,2163600732,1,58,1978
B,134229,2163609342,0,127,2488
B,134230,2163609459,1,124,1809
A,143189,2163609830,0,63,2427
A,143190,2163609882,1,63,1971
B,134231,2163618520,0,126,2443
B,134232,2163618635,1,124,1879
A,143191,2163619034,0,64,2440
A,143192,2163619089,1,60,1937
B,134233,2163627698,0,125,2488
B,134234,2163627814,1,121,1858
A,143193,2163628189,0,63,2492
A,143194,2163628241,1,64,1960
B,134235,2163636873,0,124,2515
B,134236,2163636988,1,121,1852
A,143195,2163637395,0,63,2400
A,143196,2163637449,1,61,1958
B,134237,2163646047,0,123,2334
B,134238,2163646159,1,121,1863
A,143197,2163646551,0,68,2467
A,143198,2163646609,1,57,1971
B,134239,2163655270,0,122,2490
B,134240,2163655383,1,118,1847
A,143199,2163655756,0,63,2440
A,143200,2163655805,1,66,1976
B,134241,2163664492,0,121,2485
B,134242,2163664602,1,119,1856
A,143201,2163664967,0,61,2416
A,143202,2163665015,1,62,1955
B,134243,2163673710,0,119,2492
B,134244,2163673818,1,118,1854
A,143203,2163674216,0,63,2447
A,143204,2163674268,1,63,1967
B,134245,2163682872,0,118,2393
B,134246,2163682978,1,117,1867
A,143205,2163683370,0,66,2456
A,143206,2163683423,1,62,1987
B,134247,2163692033,0,116,2418
B,134248,2163692137,1,117,1865
A,143207,2163692524,0,69,2485
A,143208,2163692581,1,59,1994
B,134249,2163701192,0,116,2411
B,134250,2163701298,1,114,1861
A,143209,2163701681,0,62,2429
A,143210,2163701732,1,64,1985
B,134251,2163710351,0,115,2461
B,134252,2163710455,1,113,1852
A,143211,2163710837,0,63,2436
A,143212,2163710888,1,64,1978
B,134253,2163719507,0,114,2481
B,134254,2163719612,1,110,1849
A,143213,2163719993,0,68,2461
A,143214,2163720050,1,58,1982
B,134255,2163728661,0,113,2386
B,134256,2163728766,1,109,1840
A,143215,2163729149,0,65,2409
A,143216,2163729202,1,62,1994
B,134257,2163737866,0,112,2465
B,134258,2163737965,1,113,1856
A,143217,2163738355,0,63,2470
A,143218,2163738409,1,61,1951
B,134259,2163747068,0,111,2485
B,134260,2163747166,1,112,1852
A,143219,2163747561,0,63,2416
A,143220,2163747613,1,64,1973
B,134261,2163756217,0,109,2470
B,134262,2163756317,1,106,1836
A,143221,2163756669,0,63,2411
A,143222,2163756720,1,64,1964
B,134263,2163765364,0,107,2454
B,134264,2163765461,1,106,1858
A,143223,2163765830,0,59,2440
A,143224,2163765878,1,64,1951
B,134265,2163774506,0,107,2346
B,134266,2163774604,1,104,1829
A,143225,2163774983,0,64,2443
A,143226,2163775036,1,62,1960
B,134267,2163783645,0,106,2483
B,134268,2163783740,1,104,1849
A,143227,2163784090,0,62,2456
A,143228,2163784142,1,61,1942
B,134269,2163792783,0,105,2499
B,134270,2163792879,1,102,1829
A,143229,2163793244,0,63,2479
A,143230,2163793296,1,64,1971
B,134271,2163801918,0,104,2352
B,134272,2163802013,1,101,1838
A,143231,2163802399,0,63,2492
A,143232,2163802450,1,65,1971
B,134273,2163811052,0,103,2461
B,134274,2163811144,1,101,1885
A,143233,2163811509,0,59,2434
A,143234,2163811556,1,64,1978
B,134275,2163820234,0,102,2492
B,134276,2163820325,1,100,1847
A,143235,2163820709,0,63,2436
A,143236,2163820760,1,64,1971
B,134277,2163829415,0,100,2506
B,134278,2163829505,1,97,1845
A,143237,2163829866,0,61,2431
A,143238,2163829915,1,64,1903
B,134279,2163838539,0,99,2452
B,134280,2163838627,1,98,1831
A,143239,2163838971,0,61,2472
A,143240,2163839021,1,63,1971
B,134281,2163847661,0,97,2434
B,134282,2163847750,1,94,1818
A,143241,2163848121,0,63,2485
A,143242,2163848172,1,65,1980
B,134283,2163856780,0,96,2476
B,134284,2163856863,1,98,1847
A,143243,2163857224,0,63,2429
A,143244,2163857277,1,63,1962
B,134285,2163865897,0,96,2422
B,134286,2163865981,1,95,1840
A,143245,2163866328,0,63,2474
A,143246,2163866379,1,64,1971
B,134287,2163875014,0,94,2465
B,134288,2163875098,1,93,1831
A,143247,2163875437,0,61,2485
A,143248,2163875487,1,61,1962
B,134289,2163884128,0,94,2479
B,134290,2163884212,1,92,1836
A,143249,2163884587,0,63,2449
A,143250,2163884639,1,63,1982
B,134291,2163893241,0,93,2467
B,134292,2163893322,1,93,1838
A,143251,2163893692,0,63,2492
A,143252,2163893744,1,63,1967
B,134293,2163902406,0,91,2490
B,134294,2163902489,1,88,1815
A,143253,2163902849,0,68,2483
A,143254,2163902903,1,61,1982
B,134295,2163911567,0,90,2388
B,134296,2163911646,1,89,1840
A,143255,2163912004,0,63,2425
A,143256,2163912056,1,64,1973
B,134297,2163920673,0,89,2393
B,134298,2163920751,1,88,1827
A,143257,2163921110,0,69,2440
A,143258,2163921166,1,59,1982
B,134299,2163929775,0,88,2440
B,134300,2163929853,1,85,1824
A,143259,2163930214,0,64,2440
A,143260,2163930264,1,66,1987
B,134301,2163938877,0,86,2443
B,134302,2163938953,1,85,1824
A,143261,2163939320,0,63,2481
A,143262,2163939370,1,65,1987
B,134303,2163947977,0,85,2479
B,134304,2163948052,1,84,1829
A,143263,2163948426,0,62,2425
A,143264,2163948477,1,64,1991
B,134305,2163957074,0,84,2481
B,134306,2163957146,1,85,1840
A,143265,2163957481,0,63,2379
A,143266,2163957531,1,65,1980
B,134307,2163966169,0,83,2472
B,134308,2163966242,1,82,1815
A,143267,2163966587,0,61,2429
A,143268,2163966635,1,66,1942
B,134309,2163975262,0,83,2485
B,134310,2163975332,1,83,1793
A,143269,2163975691,0,64,2436
A,143270,2163975746,1,60,1946
B,134311,2163984405,0,82,2483
B,134312,2163984476,1,80,1815
A,143271,2163984846,0,63,2456
A,143272,2163984900,1,61,1942
B,134313,2163993493,0,80,2325
B,134314,2163993562,1,78,1809
A,143273,2163993904,0,59,2434
A,143274,2163993952,1,63,1955
B,134315,2164002578,0,79,2492
B,134316,2164002646,1,77,1815
A,143275,2164003005,0,63,2440
A,143276,2164003054,1,67,1962
B,134317,2164011662,0,77,2506
B,134318,2164011729,1,76,1809
A,143277,2164012061,0,63,2461
A,143278,2164012115,1,61,1949
B,134319,2164020742,0,77,2492
B,134320,2164020809,1,74,1804
A,143279,2164021165,0,63,2443
A,143280,2164021217,1,64,1969
B,134321,2164029820,0,76,2479
B,134322,2164029884,1,76,1811
A,143281,2164030223,0,59,2411
A,143282,2164030273,1,62,1953
B,134323,2164038897,0,74,2481
B,134324,2164038961,1,73,1806
A,143283,2164039324,0,63,2436
A,143284,2164039375,1,64,1982
B,134325,2164047971,0,74,2434
B,134326,2164048034,1,72,1804
A,143285,2164048378,0,69,2420
A,143286,2164048437,1,56,1964
B,134327,2164057042,0,73,2508
B,134328,2164057103,1,73,1806
A,143287,2164057432,0,62,2425
A,143288,2164057483,1,64,1971
B,134329,2164066112,0,71,2470
B,134330,2164066174,1,69,1779
A,143289,2164066490,0,61,2386
A,143290,2164066538,1,62,1969
B,134331,2164075232,0,70,2429
B,134332,2164075292,1,67,1777
A,143291,2164075639,0,63,2427
A,143292,2164075691,1,64,1971
B,134333,2164084297,0,68,2364
B,134334,2164084354,1,68,1784
A,143293,2164084694,0,68,2463
A,143294,2164084751,1,58,1971
B,134335,2164093358,0,68,2508
B,134336,2164093417,1,64,1775
A,143295,2164093747,0,63,1872
A,143296,2164093798,1,65,1998
B,134337,2164102418,0,66,2420
B,134338,2164102473,1,65,1793
A,143297,2164102802,0,61,2447
A,143298,2164102851,1,65,1971
B,134339,2164111476,0,64,2483
B,134340,2164111530,1,64,1788
A,143299,2164111858,0,59,2544
A,143300,2164111905,1,65,1962
B,134341,2164120531,0,64,2479
B,134342,2164120584,1,64,1788
A,143301,2164120912,0,58,2443
A,143302,2164120957,1,66,1960
B,134343,2164129585,0,64,2490
B,134344,2164129637,1,65,1804
A,143303,2164129966,0,59,2474
A,143304,2164130013,1,64,1955
B,134345,2164138638,0,64,2476
B,134346,2164138692,1,63,1788
A,143305,2164139019,0,59,2429
A,143306,2164139065,1,66,1964
B,134347,2164147691,0,64,2386
B,134348,2164147746,1,62,1757
A,143307,2164148072,0,59,2393
A,143308,2164148117,1,66,1967
B,134349,2164156744,0,64,2479
B,134350,2164156797,1,63,1786
A,143309,2164157124,0,59,2388
A,143310,2164157170,1,66,1955
B,134351,2164165797,0,64,2476
B,134352,2164165849,1,65,1791
A,143311,2164166178,0,58,2508
A,143312,2164166227,1,62,1937
B,134353,2164174851,0,64,2470
B,134354,2164174904,1,64,1788
A,143313,2164175232,0,58,1912
A,143314,2164175279,1,64,1960
B,134355,2164183905,0,65,2319
B,134356,2164183958,1,64,1784
A,143315,2164184286,0,59,2420
A,143316,2164184334,1,64,1962
B,134357,2164192960,0,64,2506
B,134358,2164193012,1,65,1797
A,143317,2164193341,0,59,2458
A,143318,2164193386,1,67,1962
B,134359,2164202014,0,64,2501
B,134360,2164202068,1,63,1786
A,143319,2164202395,0,59,2222
A,143320,2164202442,1,65,1958
B,134361,2164211067,0,64,2465
B,134362,2164211120,1,64,1793
A,143321,2164211447,0,59,2492
A,143322,2164211492,1,67,1962
B,134363,2164220119,0,64,2456
B,134364,2164220172,1,64,1793
A,143323,2164220500,0,59,2436
A,143324,2164220547,1,65,1967
B,134365,2164229174,0,64,2411
B,134366,2164229226,1,65,1797
A,143325,2164229555,0,58,2422
A,143326,2164229602,1,64,1967
B,134367,2164238228,0,64,2474
B,134368,2164238282,1,63,1784
A,143327,2164238609,0,58,2438
A,143328,2164238656,1,64,1953
B,134369,2164247282,0,64,2373
B,134370,2164247336,1,63,1822
A,143329,2164247663,0,59,2483
A,143330,2164247709,1,66,1987
B,134371,2164256337,0,64,2350
B,134372,2164256393,1,61,1770
A,143331,2164256718,0,59,2384
A,143332,2164256766,1,64,1958
B,134373,2164265392,0,64,2472
B,134374,2164265446,1,63,1775
A,143333,2164265773,0,59,2535
A,143334,2164265819,1,65,1955
B,134375,2164274447,0,64,2474
B,134376,2164274498,1,65,1802
A,143335,2164274827,0,59,2463
A,143336,2164274874,1,65,1955
B,134377,2164283499,0,64,2474
B,134378,2164283553,1,63,1788
A,143337,2164283880,0,59,2463
A,143338,2164283927,1,64,1958
B,134379,2164292553,0,64,2472
B,134380,2164292608,1,62,1777
A,143339,2164292934,0,58,2034
A,143340,2164292980,1,65,1962
B,134381,2164301606,0,64,2427
B,134382,2164301661,1,62,1777
A,143341,2164301987,0,58,2447
A,143342,2164302034,1,64,1960
B,134383,2164310661,0,64,2458
B,134384,2164310716,1,61,1773
A,143343,2164311041,0,59,2409
A,143344,2164311089,1,64,1953
B,134385,2164319714,0,64,2476
B,134386,2164319768,1,63,1786
A,143345,2164320094,0,59,1937
A,143346,2164320142,1,64,1969
B,134387,2164328766,0,64,2476
B,134388,2164328819,1,64,1784
A,143347,2164329147,0,59,2445
A,143348,2164329192,1,66,1962
B,134389,2164337819,0,64,2483
B,134390,2164337873,1,63,1784
A,143349,2164338200,0,59,2314
A,143350,2164338250,1,62,1931
B,134391,2164346874,0,64,2467
B,134392,2164346925,1,66,1795
A,143351,2164347254,0,59,2501
A,143352,2164347304,1,62,1931
B,134393,2164355927,0,63,2402
B,134394,2164355982,1,61,1770
A,143353,2164356307,0,59,2289
A,143354,2164356354,1,65,1955
B,134395,2164364980,0,64,2470
B,134396,2164365036,1,61,1773
A,143355,2164365361,0,59,1912
A,143356,2164365409,1,64,1953
B,134397,2164374034,0,64,2366
B,134398,2164374087,1,64,1793
A,143357,2164374414,0,59,2438
A,143358,2164374460,1,66,1964
B,134399,2164383087,0,64,2447
B,134400,2164383140,1,64,1775
A,143359,2164383467,0,60,2506
A,143360,2164383517,1,62,1985
B,134401,2164392140,0,64,2492
B,134402,2164392193,1,64,1788
A,143361,2164392521,0,58,2445
A,143362,2164392568,1,64,1964
B,134403,2164401193,0,64,2483
B,134404,2164401248,1,62,1770
A,143363,2164401574,0,59,2465
A,143364,2164401619,1,67,1967
B,134405,2164410247,0,64,2420
B,134406,2164410300,1,64,1804
A,143365,2164410627,0,59,2411
A,143366,2164410674,1,65,1967
B,134407,2164419300,0,64,2393
B,134408,2164419355,1,62,1757
A,143367,2164419681,0,58,2352
A,143368,2164419730,1,62,1937
B,134409,2164428353,0,64,2463
B,134410,2164428406,1,63,1779
A,143369,2164428733,0,59,2445
A,143370,2164428781,1,64,1953
B,134411,2164437407,0,64,2479
B,134412,2164437462,1,62,1784
A,143371,2164437787,0,59,2458
A,143372,2164437834,1,65,1958
B,134413,2164446461,0,64,2488
B,134414,2164446517,1,61,1770
A,143373,2164446842,0,59,2154
A,143374,2164446889,1,65,1946
B,134415,2164455516,0,64,2463
B,134416,2164455568,1,65,1795
A,143375,2164455897,0,59,2535
A,143376,2164455945,1,64,1951
B,134417,2164464572,0,64,2492
B,134418,2164464624,1,65,1804
A,143377,2164464953,0,59,2434
A,143378,2164464999,1,66,1967
B,134419,2164473627,0,64,2443
B,134420,2164473683,1,61,1775
A,143379,2164474008,0,59,2440
A,143380,2164474054,1,65,1976
B,134421,2164482681,0,64,2434
B,134422,2164482734,1,64,1795
A,143381,2164483062,0,59,1861
A,143382,2164483108,1,65,1969
B,134423,2164491735,0,63,2474
B,134424,2164491788,1,63,1777
A,143383,2164492114,0,61,2260
A,143384,2164492161,1,68,1964
B,134425,2164500789,0,64,2470
B,134426,2164500843,1,63,1739
A,143385,2164501169,0,64,2034
A,143386,2164501223,1,64,1951
B,134427,2164509843,0,64,2467
B,134428,2164509897,1,63,1761
A,143387,2164510231,0,61,2474
A,143388,2164510283,1,64,1865
B,134429,2164518898,0,64,2474
B,134430,2164518950,1,65,1793
A,143389,2164519287,0,68,2508
A,143390,2164519341,1,69,2012
B,134431,2164527953,0,63,2361
B,134432,2164528005,1,64,1784
A,143391,2164528349,0,68,2474
A,143392,2164528406,1,70,1987
B,134433,2164537006,0,64,2470
B,134434,2164537061,1,62,1766
A,143393,2164537418,0,65,2463
A,143394,2164537471,1,71,1967
B,134435,2164546060,0,64,2483
B,134436,2164546111,1,66,1809
A,143395,2164546481,0,72,2472
A,143396,2164546539,1,77,1991
B,134437,2164555113,0,64,2510
B,134438,2164555165,1,65,1797
A,143397,2164555550,0,72,2411
A,143398,2164555610,1,73,2003
B,134439,2164564161,0,64,2474
B,134440,2164564217,1,61,1777
A,143399,2164564616,0,73,2470
A,143400,2164564679,1,72,1985
B,134441,2164573211,0,64,2476
B,134442,2164573266,1,62,1773
A,143401,2164573686,0,78,2436
A,143402,2164573752,1,73,1982
B,134443,2164582263,0,64,2431
B,134444,2164582316,1,64,1784
A,143403,2164582760,0,75,2456
A,143404,2164582821,1,78,2000
B,134445,2164591315,0,64,2434
B,134446,2164591369,1,63,1786
A,143405,2164591835,0,86,2555
A,143406,2164591910,1,67,2000
B,134447,2164600367,0,64,2294
B,134448,2164600420,1,64,1786
A,143407,2164600914,0,77,2420
A,143408,2164600979,1,78,1998
B,134449,2164609421,0,64,2416
B,134450,2164609475,1,63,1779
A,143409,2164609996,0,79,2553
A,143410,2164610063,1,79,1985
B,134451,2164618476,0,64,2407
B,134452,2164618531,1,62,1773
A,143411,2164619028,0,79,2470
A,143412,2164619096,1,80,1998
B,134453,2164627529,0,64,2373
B,134454,2164627584,1,62,1703
A,143413,2164628122,0,74,2454
A,143414,2164628184,1,82,1987
B,134455,2164636583,0,64,2474
B,134456,2164636637,1,63,1694
A,143415,2164637204,0,82,2402
A,143416,2164637272,1,86,2000
B,134457,2164645637,0,64,2382
B,134458,2164645692,1,62,1779
A,143417,2164646296,0,84,2481
A,143418,2164646370,1,81,1987
B,134459,2164654692,0,64,2425
B,134460,2164654747,1,61,1775
A,143419,2164655390,0,85,2438
A,143420,2164655460,1,88,2007
B,134461,2164663747,0,64,2465
B,134462,2164663800,1,64,1802
A,143421,2164664488,0,86,2447
A,143422,2164664562,1,85,2009
B,134463,2164672800,0,64,2456
B,134464,2164672854,1,63,1779
A,143423,2164673584,0,87,2291
A,143424,2164673656,1,90,2030
B,134465,2164681852,0,64,2479
B,134466,2164681906,1,63,1779
A,143425,2164682683,0,87,2429
A,143426,2164682758,1,89,2012
B,134467,2164690906,0,64,2467
B,134468,2164690957,1,65,1797
A,143427,2164691784,0,89,2377
A,143428,2164691859,1,91,2012
B,134469,2164699959,0,64,2312
B,134470,2164700013,1,63,1784
A,143429,2164700836,0,89,2431
A,143430,2164700914,1,90,2014
B,134471,2164709012,0,64,2479
B,134472,2164709068,1,61,1773
A,143431,2164709942,0,92,2287
A,143432,2164710022,1,92,2009
B,134473,2164718065,0,64,2474
B,134474,2164718117,1,65,1806
A,143433,2164719050,0,93,2366
A,143434,2164719131,1,93,2000
B,134475,2164727120,0,64,2370
B,134476,2164727173,1,64,1784
A,143435,2164728163,0,94,2440
A,143436,2164728245,1,94,2009
B,134477,2164736172,0,64,2504
B,134478,2164736227,1,61,1777
A,143437,2164737275,0,95,2445
A,143438,2164737356,1,97,2018
B,134479,2164745225,0,64,2472
B,134480,2164745280,1,62,1784
A,143439,2164746391,0,96,2445
A,143440,2164746473,1,98,2023
B,134481,2164754279,0,64,2429
B,134482,2164754331,1,65,1795
A,143441,2164755508,0,97,2402
A,143442,2164755593,1,97,2032
B,134483,2164763331,0,64,2465
B,134484,2164763385,1,63,1782
A,143443,2164764627,0,97,2461
A,143444,2164764715,1,95,2007
B,134485,2164772385,0,64,2476
B,134486,2164772440,1,62,1770
A,143445,2164773697,0,98,2440
A,143446,2164773781,1,102,2032
B,134487,2164781440,0,63,2483
B,134488,2164781495,1,62,1773
A,143447,2164782769,0,101,2454
A,143448,2164782857,1,102,2018
B,134489,2164790493,0,64,2422
B,134490,2164790547,1,63,1759
A,143449,2164791897,0,102,2346
A,143450,2164791984,1,105,2025
B,134491,2164799549,0,64,2481
B,134492,2164799603,1,63,1779
A,143451,2164801028,0,103,2490
A,143452,2164801119,1,103,2082
B,134493,2164808605,0,64,2481
B,134494,2164808658,1,64,1784
A,143453,2164810162,0,104,2476
A,143454,2164810254,1,104,2018
B,134495,2164817661,0,64,2429
B,134496,2164817714,1,64,1766
A,143455,2164819298,0,105,2411
A,143456,2164819391,1,105,2032
B,134497,2164826716,0,63,2386
B,134498,2164826770,1,63,1775
A,143457,2164828435,0,106,2434
A,143458,2164828526,1,109,2025
B,134499,2164835770,0,64,2458
B,134500,2164835823,1,64,1788
A,143459,2164837574,0,106,2431
A,143460,2164837667,1,108,2025
B,134501,2164844826,0,64,2377
B,134502,2164844881,1,62,1770
A,143461,2164846663,0,108,2434
A,143462,2164846759,1,108,2052
B,134503,2164853880,0,64,2456
B,134504,2164853935,1,62,1764
A,143463,2164855753,0,109,2420
A,143464,2164855850,1,109,2043
B,134505,2164862936,0,63,2370
B,134506,2164862989,1,63,1786
A,143465,2164864847,0,111,2339
A,143466,2164864943,1,113,2041
B,134507,2164871990,0,64,2341
B,134508,2164872044,1,63,1779
A,143467,2164873996,0,112,2467
A,143468,2164874096,1,112,2068
B,134509,2164881046,0,64,2447
B,134510,2164881099,1,64,1793
A,143469,2164883146,0,113,2470
A,143470,2164883248,1,112,2037
B,134511,2164890099,0,64,2472
B,134512,2164890153,1,63,1791
A,143471,2164892298,0,114,2463
A,143472,2164892403,1,111,2025
B,134513,2164899154,0,63,2377
B,134514,2164899205,1,65,1795
A,143473,2164901453,0,115,2402
A,143474,2164901558,1,113,2030
B,134515,2164908210,0,64,2474
B,134516,2164908263,1,64,1802
A,143475,2164910611,0,116,2388
A,143476,2164910714,1,117,2041
B,134517,2164917265,0,64,2323
B,134518,2164917320,1,62,1784
A,143477,2164919769,0,117,2490
A,143478,2164919876,1,115,2039
B,134519,2164926319,0,64,2483
B,134520,2164926373,1,63,1784
A,143479,2164928878,0,118,2492
A,143480,2164928983,1,118,2041
B,134521,2164935373,0,64,2470
B,134522,2164935427,1,63,1806
A,143481,2164937988,0,119,2271
A,143482,2164938095,1,119,2005
B,134523,2164944427,0,63,2463
B,134524,2164944481,1,62,1784
A,143483,2164947151,0,121,2382
A,143484,2164947260,1,120,2034
B,134525,2164953480,0,63,2429
B,134526,2164953533,1,63,1773
A,143485,2164956318,0,121,2438
A,143486,2164956428,1,121,1969
B,134527,2164962532,0,64,2416
B,134528,2164962587,1,62,1779
A,143487,2164965486,0,122,2458
A,143488,2164965596,1,124,2043
B,134529,2164971585,0,64,2382
B,134530,2164971637,1,65,1795
A,143489,2164974658,0,123,2456
A,143490,2164974769,1,124,2057
B,134531,2164980640,0,64,2404
B,134532,2164980693,1,63,1788
A,143491,2164983832,0,125,2393
A,143492,2164983946,1,124,2048
B,134533,2164989694,0,64,2422
B,134534,2164989746,1,65,1804
A,143493,2164992957,0,126,2546
A,143494,2164993072,1,125,2048
B,134535,2164998750,0,64,2474
B,134536,2164998803,1,64,1797
A,143495,2165002084,0,127,2481
A,143496,2165002202,1,124,2043
B,134537,2165007805,0,64,2409
B,134538,2165007858,1,64,1797
A,143497,2165011213,0,128,2393
A,143498,2165011329,1,128,2050
B,134539,2165016860,0,64,2447
B,134540,2165016913,1,64,1779
A,143499,2165020343,0,130,2492
A,143500,2165020461,1,130,2082
B,134541,2165025915,0,63,2474
B,134542,2165025966,1,66,1797
A,143501,2165029530,0,131,2366
A,143502,2165029647,1,133,2061
B,134543,2165034969,0,64,2461
B,134544,2165035023,1,63,1775
A,143503,2165038719,0,131,2386
A,143504,2165038837,1,133,2046
B,134545,2165044024,0,64,2416
B,134546,2165044077,1,64,1777
A,143505,2165047909,0,133,2472
A,143506,2165048030,1,133,2052
