"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
A,166453,2270831785,1,106,2014
B,157495,2270834471,0,209,2501
B,157496,2270834671,1,207,1915
A,166454,2270840882,0,108,2456
A,166455,2270840978,1,108,1994
B,157497,2270843765,0,211,2499
B,157498,2270843968,1,206,1901
A,166456,2270850079,0,107,2673
A,166457,2270850173,1,107,2028
B,157499,2270853063,0,212,2409
B,157500,2270853264,1,211,1919
A,166458,2270859221,0,104,2364
A,166459,2270859315,1,103,2055
B,157501,2270862361,0,212,2343
B,157502,2270862562,1,212,1921
A,166460,2270868357,0,104,2359
A,166461,2270868449,1,104,2025
B,157503,2270871658,0,215,2506
B,157504,2270871863,1,211,1953
A,166462,2270877491,0,104,2479
A,166463,2270877583,1,104,2037
B,157505,2270880958,0,215,2440
B,157506,2270881165,1,210,1906
A,166464,2270886624,0,103,2456
A,166465,2270886716,1,103,2032
B,157507,2270890362,0,214,2343
B,157508,2270890566,1,212,1924
A,166466,2270895756,0,104,2452
A,166467,2270895847,1,105,2041
B,157509,2270899714,0,211,2494
B,157510,2270899915,1,210,1915
A,166468,2270904891,0,103,2298
A,166469,2270904982,1,105,2043
B,157511,2270909114,0,211,2490
B,157512,2270909317,1,206,1906
A,166470,2270914025,0,104,2497
A,166471,2270914117,1,104,2043
B,157513,2270918512,0,210,2499
B,157514,2270918711,1,209,1917
A,166472,2270923159,0,103,2501
A,166473,2270923250,1,105,2037
B,157515,2270927906,0,209,2497
B,157516,2270928105,1,206,1910
A,166474,2270932292,0,104,2425
A,166475,2270932383,1,104,2039
B,157517,2270937302,0,208,2474
B,157518,2270937502,1,204,1874
A,166476,2270941427,0,104,2467
A,166477,2270941516,1,107,2021
B,157519,2270946695,0,207,2400
B,157520,2270946891,1,206,1949
A,166478,2270950563,0,103,2449
A,166479,2270950654,1,104,2028
B,157521,2270956086,0,206,2393
B,157522,2270956284,1,200,1899
A,166480,2270959697,0,104,2467
A,166481,2270959788,1,105,2043
B,157523,2270965421,0,204,2558
B,157524,2270965615,1,202,1910
A,166482,2270968832,0,103,2434
A,166483,2270968922,1,106,2037
B,157525,2270974806,0,203,2499
B,157526,2270974999,1,200,1917
A,166484,2270977966,0,104,2456
A,166485,2270978058,1,104,2039
B,157527,2270984188,0,202,2488
B,157528,2270984380,1,200,1903
A,166486,2270987101,0,104,2407
A,166487,2270987193,1,104,2032
B,157529,2270993570,0,201,2506
B,157530,2270993761,1,198,1915
A,166488,2270996237,0,103,2447
A,166489,2270996327,1,106,2043
B,157531,2271002949,0,200,2494
B,157532,2271003138,1,198,1915
A,166490,2271005371,0,104,2425
A,166491,2271005463,1,104,2041
B,157533,2271012325,0,198,2506
B,157534,2271012514,1,196,1910
A,166492,2271014506,0,103,2397
A,166493,2271014595,1,106,2037
B,157535,2271021698,0,196,2510
B,157536,2271021884,1,195,1915
A,166494,2271023638,0,104,2427
A,166495,2271023730,1,104,2012
B,157537,2271031014,0,196,2517
B,157538,2271031200,1,193,1931
A,166496,2271032771,0,104,2361
A,166497,2271032863,1,104,2034
B,157539,2271040380,0,195,2533
B,157540,2271040565,1,192,1901
A,166498,2271041903,0,103,2463
A,166499,2271041994,1,105,2018
B,157541,2271049745,0,193,2463
B,157542,2271049929,1,191,1897
A,166500,2271051036,0,104,2519
A,166501,2271051127,1,105,2052
B,157543,2271059107,0,193,2492
B,157544,2271059290,1,191,1906
A,166502,2271060168,0,105,2551
A,166503,2271060261,1,103,1982
B,157545,2271068468,0,192,2506
B,157546,2271068648,1,192,1924
A,166504,2271069302,0,103,2492
A,166505,2271069392,1,105,2018
B,157547,2271077826,0,191,2494
B,157548,2271078007,1,189,1906
A,166506,2271078527,0,99,2551
A,166507,2271078615,1,104,2012
B,157549,2271087182,0,188,2504
B,157550,2271087360,1,187,1908
A,166508,2271087834,0,104,2519
A,166509,2271087923,1,109,2034
B,157551,2271096481,0,188,2370
B,157552,2271096660,1,184,1892
A,166510,2271097146,0,103,2438
A,166511,2271097237,1,104,2034
B,157553,2271105778,0,187,2506
B,157554,2271105956,1,184,1897
A,166512,2271106457,0,104,2483
A,166513,2271106549,1,104,2018
B,157555,2271115127,0,185,2434
B,157556,2271115301,1,185,1919
A,166514,2271115770,0,103,2474
A,166515,2271115861,1,106,2041
B,157557,2271124475,0,185,2312
B,157558,2271124650,1,182,1901
A,166516,2271125083,0,104,2531
A,166517,2271125174,1,105,2034
B,157559,2271133820,0,184,2504
B,157560,2271133996,1,179,1892
A,166518,2271134487,0,103,2447
A,166519,2271134579,1,104,2048
B,157561,2271143163,0,183,2501
B,157562,2271143338,1,178,1892
A,166520,2271143800,0,103,2479
A,166521,2271143891,1,107,2018
B,157563,2271152505,0,182,2501
B,157564,2271152678,1,177,1892
A,166522,2271153118,0,99,2488
A,166523,2271153206,1,103,2009
B,157565,2271161791,0,180,2494
B,157566,2271161961,1,178,1903
A,166524,2271162427,0,104,2544
A,166525,2271162521,1,104,2018
B,157567,2271171074,0,178,2458
B,157568,2271171242,1,177,1906
A,166526,2271171739,0,104,2458
A,166527,2271171831,1,104,2048
B,157569,2271180405,0,178,2485
B,157570,2271180573,1,176,1901
A,166528,2271181051,0,104,2494
A,166529,2271181143,1,104,2041
B,157571,2271189734,0,177,2452
B,157572,2271189900,1,175,1912
A,166530,2271190362,0,103,2443
A,166531,2271190454,1,105,2037
B,157573,2271199063,0,176,2573
B,157574,2271199228,1,174,1874
A,166532,2271199673,0,104,2506
A,166533,2271199767,1,106,2050
B,157575,2271208389,0,175,2504
B,157576,2271208552,1,174,1919
A,166534,2271208989,0,100,2443
A,166535,2271209080,1,102,2007
B,157577,2271217712,0,174,2485
B,157578,2271217876,1,171,1899
A,166536,2271218297,0,104,2517
A,166537,2271218389,1,104,2039
B,157579,2271226981,0,171,2497
B,157580,2271227142,1,170,1899
A,166538,2271227607,0,108,2474
A,166539,2271227703,1,100,2016
B,157581,2271236245,0,171,2481
B,157582,2271236404,1,170,1908
A,166540,2271236828,0,104,2400
A,166541,2271236920,1,103,2043
B,157583,2271245507,0,170,2490
B,157584,2271245666,1,169,1908
A,166542,2271246137,0,105,2580
A,166543,2271246230,1,104,2037
B,157585,2271254821,0,169,2454
B,157586,2271254978,1,169,1915
A,166544,2271255450,0,104,2449
A,166545,2271255541,1,105,2039
B,157587,2271264133,0,168,2447
B,157588,2271264291,1,166,1899
A,166546,2271264762,0,104,2452
A,166547,2271264852,1,108,2046
B,157589,2271273442,0,167,2506
B,157590,2271273601,1,162,1883
A,166548,2271274073,0,103,2494
A,166549,2271274164,1,105,2041
B,157591,2271282749,0,166,2456
B,157592,2271282905,1,164,1897
A,166550,2271283384,0,103,2544
A,166551,2271283475,1,105,2041
B,157593,2271292054,0,164,2490
B,157594,2271292206,1,163,1906
A,166552,2271292698,0,100,2454
A,166553,2271292784,1,106,2068
B,157595,2271301302,0,163,2454
B,157596,2271301453,1,162,1901
A,166554,2271301915,0,105,2449
A,166555,2271302005,1,109,2046
B,157597,2271310550,0,162,2458
B,157598,2271310701,1,160,1890
A,166556,2271311137,0,103,2524
A,166557,2271311227,1,105,2043
B,157599,2271319796,0,161,2388
B,157600,2271319949,1,156,1870
A,166558,2271320358,0,104,2479
A,166559,2271320451,1,103,2025
B,157601,2271329092,0,159,2490
B,157602,2271329241,1,158,1888
A,166560,2271329669,0,104,2445
A,166561,2271329761,1,109,2041
B,157603,2271338385,0,159,2382
B,157604,2271338533,1,157,1888
A,166562,2271338984,0,100,2476
A,166563,2271339072,1,109,2023
B,157605,2271347676,0,157,2492
B,157606,2271347825,1,154,1872
A,166564,2271348291,0,104,2504
A,166565,2271348381,1,106,2000
B,157607,2271356964,0,157,2429
B,157608,2271357111,1,155,1883
A,166566,2271357512,0,104,2440
A,166567,2271357603,1,105,2030
B,157609,2271366199,0,155,2481
B,157610,2271366344,1,153,1879
A,166568,2271366827,0,100,2515
A,166569,2271366917,1,102,2009
B,157611,2271375429,0,154,2474
B,157612,2271375573,1,152,1879
A,166570,2271376043,0,104,2524
A,166571,2271376132,1,107,2037
B,157613,2271384656,0,153,2456
B,157614,2271384801,1,149,1876
A,166572,2271385262,0,103,2531
A,166573,2271385352,1,106,2041
B,157615,2271393883,0,152,2494
B,157616,2271394025,1,149,1876
A,166574,2271394483,0,103,2454
A,166575,2271394575,1,103,2028
B,157617,2271403159,0,151,2492
B,157618,2271403298,1,150,1897
A,166576,2271403703,0,104,2499
A,166577,2271403795,1,104,2032
B,157619,2271412434,0,150,2485
B,157620,2271412573,1,148,1881
A,166578,2271413015,0,102,2510
A,166579,2271413108,1,108,2009
B,157621,2271421706,0,148,2476
B,157622,2271421844,1,147,1876
A,166580,2271422237,0,100,2465
A,166581,2271422325,1,104,1982
B,157623,2271430975,0,146,2571
B,157624,2271431111,1,145,1885
A,166582,2271431542,0,104,2476
A,166583,2271431632,1,108,2030
B,157625,2271440188,0,146,2499
B,157626,2271440322,1,145,1890
A,166584,2271440762,0,103,2438
A,166585,2271440850,1,112,2041
B,157627,2271449401,0,144,2420
B,157628,2271449533,1,145,1894
A,166586,2271449982,0,104,2558
A,166587,2271450073,1,104,2039
B,157629,2271458611,0,144,2425
B,157630,2271458742,1,144,1890
A,166588,2271459203,0,104,2461
A,166589,2271459294,1,104,2046
B,157631,2271467819,0,142,2497
B,157632,2271467951,1,141,1881
A,166590,2271468338,0,98,2458
A,166591,2271468424,1,106,2041
B,157633,2271477078,0,142,2499
B,157634,2271477207,1,142,1894
A,166592,2271477644,0,103,2463
A,166593,2271477734,1,112,2034
B,157635,2271486336,0,140,2494
B,157636,2271486467,1,138,1883
A,166594,2271486868,0,101,2490
A,166595,2271486954,1,107,2030
B,157637,2271495591,0,140,2467
B,157638,2271495720,1,138,1838
A,166596,2271496177,0,104,2447
A,166597,2271496269,1,104,2037
B,157639,2271504845,0,138,2513
B,157640,2271504974,1,134,1870
A,166598,2271505403,0,100,2504
A,166599,2271505491,1,108,2030
B,157641,2271514043,0,137,2492
B,157642,2271514170,1,134,1879
A,166600,2271514621,0,103,2456
A,166601,2271514710,1,106,2041
B,157643,2271523238,0,136,2504
B,157644,2271523363,1,134,1888
A,166602,2271523752,0,103,2501
A,166603,2271523841,1,107,2039
B,157645,2271532431,0,135,2470
B,157646,2271532554,1,135,1881
A,166604,2271532973,0,104,2479
A,166605,2271533065,1,106,2043
B,157647,2271541622,0,134,2497
B,157648,2271541748,1,130,1876
A,166606,2271542194,0,104,2540
A,166607,2271542286,1,104,2043
B,157649,2271550862,0,133,2461
B,157650,2271550986,1,129,1865
A,166608,2271551414,0,105,2447
A,166609,2271551507,1,106,2043
B,157651,2271560100,0,131,2323
B,157652,2271560218,1,133,1885
A,166610,2271560633,0,104,2465
A,166611,2271560724,1,107,2034
B,157653,2271569335,0,131,2481
B,157654,2271569457,1,127,1854
A,166612,2271569852,0,104,2443
A,166613,2271569947,1,101,2009
B,157655,2271578567,0,129,2483
B,157656,2271578686,1,126,1865
A,166614,2271579075,0,99,2576
A,166615,2271579165,1,101,2000
B,157657,2271587743,0,128,2440
B,157658,2271587862,1,125,1834
A,166616,2271588289,0,103,2472
A,166617,2271588379,1,106,2025
B,157659,2271596920,0,126,2490
B,157660,2271597036,1,125,1856
A,166618,2271597424,0,99,2425
A,166619,2271597509,1,106,2028
B,157661,2271606095,0,126,2488
B,157662,2271606210,1,124,1870
A,166620,2271606641,0,103,2443
A,166621,2271606731,1,107,2041
B,157663,2271615268,0,125,2522
B,157664,2271615380,1,125,1881
A,166622,2271615772,0,105,2488
A,166623,2271615867,1,101,2039
B,157665,2271624439,0,124,2494
B,157666,2271624552,1,122,1865
A,166624,2271624993,0,104,2445
A,166625,2271625085,1,103,2034
B,157667,2271633660,0,122,2400
B,157668,2271633771,1,122,1874
A,166626,2271634213,0,104,2481
A,166627,2271634304,1,105,2046
B,157669,2271642878,0,122,2501
B,157670,2271642990,1,120,1861
A,166628,2271643438,0,100,2542
A,166629,2271643526,1,104,2032
B,157671,2271652094,0,120,2429
B,157672,2271652203,1,119,1865
A,166630,2271652567,0,101,2456
A,166631,2271652658,1,102,2005
B,157673,2271661255,0,119,2567
B,157674,2271661363,1,117,1861
A,166632,2271661785,0,104,2463
A,166633,2271661877,1,104,2041
B,157675,2271670415,0,118,2443
B,157676,2271670524,1,114,1854
A,166634,2271670916,0,104,2454
A,166635,2271671008,1,104,2039
B,157677,2271679572,0,117,2440
B,157678,2271679677,1,116,1876
A,166636,2271680048,0,104,2454
A,166637,2271680137,1,107,1982
B,157679,2271688728,0,116,2483
B,157680,2271688836,1,112,1838
A,166638,2271689274,0,100,2443
A,166639,2271689360,1,106,2032
B,157681,2271697881,0,115,2440
B,157682,2271697985,1,113,1858
A,166640,2271698401,0,103,2400
A,166641,2271698490,1,106,2037
B,157683,2271707033,0,113,2483
B,157684,2271707138,1,110,1843
A,166642,2271707532,0,104,2472
A,166643,2271707621,1,109,2066
B,157685,2271716235,0,112,2391
B,157686,2271716337,1,111,1854
A,166644,2271716754,0,104,2483
A,166645,2271716847,1,105,2028
B,157687,2271725433,0,112,2425
B,157688,2271725534,1,111,1865
A,166646,2271725976,0,102,2467
A,166647,2271726066,1,104,2034
B,157689,2271734578,0,110,2517
B,157690,2271734679,1,106,1840
A,166648,2271735105,0,103,2429
A,166649,2271735197,1,104,2034
B,157691,2271743720,0,108,2494
B,157692,2271743820,1,105,1840
A,166650,2271744237,0,103,2429
A,166651,2271744328,1,104,2032
B,157693,2271752861,0,108,2492
B,157694,2271752958,1,107,1856
A,166652,2271753370,0,104,2467
A,166653,2271753463,1,103,2023
B,157695,2271762000,0,107,2431
B,157696,2271762095,1,106,1865
A,166654,2271762503,0,103,2449
A,166655,2271762594,1,104,2043
B,157697,2271771136,0,106,2348
B,157698,2271771229,1,106,1856
A,166656,2271771635,0,103,2476
A,166657,2271771726,1,106,2037
B,157699,2271780270,0,105,2479
B,157700,2271780366,1,101,1845
A,166658,2271780767,0,103,2485
A,166659,2271780857,1,106,2057
B,157701,2271789400,0,105,2479
B,157702,2271789495,1,103,1852
A,166660,2271789897,0,105,2485
A,166661,2271789990,1,105,2039
B,157703,2271798531,0,105,2449
B,157704,2271798623,1,106,1870
A,166662,2271799030,0,106,2454
A,166663,2271799123,1,109,1980
B,157705,2271807662,0,105,2310
B,157706,2271807757,1,103,1845
A,166664,2271808165,0,107,2476
A,166665,2271808256,1,111,2043
B,157707,2271816793,0,105,2321
B,157708,2271816887,1,104,1847
A,166666,2271817302,0,108,2456
A,166667,2271817399,1,107,2037
B,157709,2271825924,0,105,2332
B,157710,2271826020,1,101,1834
A,166668,2271826389,0,109,2454
A,166669,2271826486,1,109,2048
B,157711,2271835055,0,105,2479
B,157712,2271835148,1,104,1861
A,166670,2271835578,0,110,2443
A,166671,2271835675,1,107,2046
B,157713,2271844187,0,105,2504
B,157714,2271844280,1,104,1872
A,166672,2271844666,0,111,2499
A,166673,2271844765,1,112,2046
B,157715,2271853317,0,105,2497
B,157716,2271853410,1,105,1856
A,166674,2271853812,0,113,2501
A,166675,2271853916,1,110,2025
B,157717,2271862448,0,105,2492
B,157718,2271862543,1,102,1831
A,166676,2271862960,0,114,2447
A,166677,2271863062,1,114,2066
B,157719,2271871577,0,105,2407
B,157720,2271871670,1,105,1863
A,166678,2271872110,0,115,2470
A,166679,2271872213,1,115,2037
B,157721,2271880705,0,105,2499
B,157722,2271880800,1,103,1852
A,166680,2271881261,0,117,2472
A,166681,2271881368,1,112,2030
B,157723,2271889836,0,104,2571
B,157724,2271889932,1,101,1840
A,166682,2271890414,0,118,2472
A,166683,2271890520,1,116,2052
B,157725,2271898967,0,105,2400
B,157726,2271899063,1,102,1843
A,166684,2271899522,0,118,2472
A,166685,2271899628,1,116,2057
B,157727,2271908099,0,105,2497
B,157728,2271908191,1,106,1863
A,166686,2271908627,0,120,2513
A,166687,2271908736,1,118,2039
B,157729,2271917230,0,105,2594
B,157730,2271917324,1,103,1856
A,166688,2271917737,0,119,2458
A,166689,2271917841,1,123,2066
B,157731,2271926362,0,105,2479
B,157732,2271926458,1,101,1836
A,166690,2271926901,0,126,2397
A,166691,2271927016,1,116,2064
B,157733,2271935492,0,105,2449
B,157734,2271935587,1,103,1845
A,166692,2271936067,0,124,2494
A,166693,2271936177,1,124,2064
B,157735,2271944623,0,105,2494
B,157736,2271944718,1,103,1845
A,166694,2271945236,0,124,2465
A,166695,2271945345,1,127,2050
B,157737,2271953757,0,105,2454
B,157738,2271953851,1,103,1840
A,166696,2271954410,0,124,2474
A,166697,2271954522,1,126,2048
B,157739,2271962890,0,105,2352
B,157740,2271962984,1,103,1845
A,166698,2271963584,0,126,2492
A,166699,2271963699,1,125,2052
B,157741,2271972022,0,105,2402
B,157742,2271972116,1,103,1829
A,166700,2271972708,0,127,2555
A,166701,2271972826,1,124,2034
B,157743,2271981152,0,105,2497
B,157744,2271981247,1,103,1849
A,166702,2271981832,0,128,2449
A,166703,2271981948,1,128,2048
B,157745,2271990283,0,105,2499
B,157746,2271990378,1,103,1852
A,166704,2271990962,0,126,2443
A,166705,2271991076,1,129,2037
B,157747,2271999416,0,105,2499
B,157748,2271999511,1,103,1854
A,166706,2272000090,0,131,2526
A,166707,2272000209,1,131,2061
B,157749,2272008548,0,105,2370
B,157750,2272008641,1,105,1867
A,166708,2272009275,0,133,2578
A,166709,2272009394,1,134,2093
B,157751,2272017679,0,105,2492
B,157752,2272017775,1,101,1847
A,166710,2272018462,0,133,2449
A,166711,2272018581,1,135,2104
B,157753,2272026810,0,105,2483
B,157754,2272026905,1,103,1843
A,166712,2272027651,0,134,2447
A,166713,2272027771,1,136,2066
B,157755,2272035941,0,105,2490
B,157756,2272036037,1,101,1838
A,166714,2272036842,0,135,2483
A,166715,2272036963,1,137,2070
B,157757,2272045072,0,105,2416
B,157758,2272045166,1,103,1874
A,166716,2272045983,0,136,2454
A,166717,2272046107,1,136,2070
B,157759,2272054203,0,104,2481
B,157760,2272054299,1,101,1834
A,166718,2272055126,0,137,2339
A,166719,2272055253,1,135,2050
B,157761,2272063333,0,104,2319
B,157762,2272063426,1,104,1854
A,166720,2272064270,0,137,2452
A,166721,2272064397,1,136,2059
B,157763,2272072462,0,105,2479
B,157764,2272072555,1,105,1847
A,166722,2272073416,0,139,2474
A,166723,2272073543,1,140,2075
B,157765,2272081593,0,105,2425
B,157766,2272081688,1,103,1852
A,166724,2272082619,0,140,2413
A,166725,2272082750,1,138,2046
B,157767,2272090725,0,105,2510
B,157768,2272090821,1,102,1843
A,166726,2272091825,0,142,2467
A,166727,2272091955,1,142,2077
B,157769,2272099858,0,104,2447
B,157770,2272099951,1,104,1852
A,166728,2272101033,0,143,2504
A,166729,2272101164,1,143,2066
B,157771,2272108991,0,105,2497
B,157772,2272109084,1,105,1894
A,166730,2272110245,0,144,2352
A,166731,2272110375,1,146,2073
B,157773,2272118126,0,105,2580
B,157774,2272118220,1,103,1847
A,166732,2272119407,0,145,2402
A,166733,2272119541,1,144,2068
B,157775,2272127262,0,105,2492
B,157776,2272127356,1,103,1843
A,166734,2272128574,0,146,2431
A,166735,2272128708,1,146,2068
B,157777,2272136396,0,104,2382
B,157778,2272136487,1,106,1861
A,166736,2272137739,0,147,2373
A,166737,2272137873,1,147,2070
B,157779,2272145530,0,104,2479
B,157780,2272145622,1,105,1856
A,166738,2272146907,0,147,2463
A,166739,2272147042,1,149,2068
B,157781,2272154663,0,105,2348
B,157782,2272154759,1,101,1838
A,166740,2272156129,0,150,2395
A,166741,2272156270,1,147,2070
B,157783,2272163797,0,105,2452
B,157784,2272163891,1,104,1847
A,166742,2272165355,0,151,2492
A,166743,2272165497,1,148,2059
B,157785,2272172931,0,105,2375
B,157786,2272173024,1,104,1847
A,166744,2272174583,0,152,2443
A,166745,2272174724,1,151,2079
B,157787,2272182064,0,104,2355
B,157788,2272182156,1,105,1861
A,166746,2272183812,0,152,2447
A,166747,2272183954,1,151,2068
B,157789,2272191196,0,104,2510
B,157790,2272191290,1,103,1834
A,166748,2272192989,0,154,2508
A,166749,2272193131,1,154,2084
B,157791,2272200328,0,104,2508
B,157792,2272200422,1,103,1847
A,166750,2272202169,0,155,2519
A,166751,2272202313,1,154,2084
B,157793,2272209460,0,105,2483
B,157794,2272209554,1,103,1856
A,166752,2272211352,0,156,2470
A,166753,2272211493,1,158,2068
B,157795,2272218593,0,104,2497
B,157796,2272218688,1,102,1838
A,166754,2272220536,0,157,2456
A,166755,2272220681,1,157,2079
B,157797,2272227724,0,105,2492
B,157798,2272227818,1,103,1852
A,166756,2272229772,0,160,2655
A,166757,2272229920,1,158,2086
B,157799,2272236854,0,105,2501
B,157800,2272236949,1,102,1849
A,166758,2272239013,0,160,2454
A,166759,2272239161,1,160,2084
B,157801,2272245986,0,105,2528
B,157802,2272246080,1,103,1858
A,166760,2272248257,0,161,2470
A,166761,2272248409,1,158,2066
B,157803,2272255118,0,105,2492
B,157804,2272255214,1,101,1843
A,166762,2272257451,0,162,2447
A,166763,2272257599,1,164,2084
B,157805,2272264250,0,104,2492
B,157806,2272264345,1,102,1838
A,166764,2272266646,0,165,2456
A,166765,2272266800,1,160,2086
B,157807,2272273381,0,104,2445
B,157808,2272273473,1,105,1863
A,166766,2272275844,0,163,2438
A,166767,2272275992,1,167,2086
B,157809,2272282513,0,104,2485
B,157810,2272282607,1,103,1854
A,166768,2272285044,0,164,2449
A,166769,2272285197,1,164,2082
B,157811,2272291645,0,105,2298
B,157812,2272291738,1,104,1885
A,166770,2272294246,0,166,2449
A,166771,2272294403,1,163,2064
B,157813,2272300778,0,105,2485
B,157814,2272300871,1,104,1854
A,166772,2272303503,0,168,2623
A,166773,2272303659,1,168,2082
B,157815,2272309911,0,105,2483
B,157816,2272310004,1,104,1881
A,166774,2272312764,0,170,2569
A,166775,2272312922,1,169,2084
B,157817,2272319045,0,105,2458
B,157818,2272319141,1,101,1836
A,166776,2272322029,0,170,2494
A,166777,2272322188,1,169,2079
B,157819,2272328181,0,104,2485
B,157820,2272328274,1,104,1852
A,166778,2272331245,0,171,2456
A,166779,2272331405,1,170,2082
B,157821,2272337313,0,111,2501
B,157822,2272337413,1,98,1861
A,166780,2272340459,0,172,2458
A,166781,2272340619,1,172,2073
B,157823,2272346447,0,104,2573
B,157824,2272346541,1,103,1854
A,166782,2272349677,0,172,2481
A,166783,2272349840,1,171,2068
B,157825,2272355580,0,105,2339
B,157826,2272355675,1,103,1852
A,166784,2272358897,0,173,2463
A,166785,2272359058,1,174,2091
B,157827,2272364714,0,105,2494
B,157828,2272364809,1,103,1852
A,166786,2272368119,0,176,2339
A,166787,2272368280,1,178,2104
B,157829,2272373849,0,105,2490
B,157830,2272373945,1,102,1858
A,166788,2272377398,0,176,2404
A,166789,2272377563,1,176,2091
B,157831,2272382984,0,105,2438
B,157832,2272383080,1,101,1845
A,166790,2272386678,0,178,2458
A,166791,2272386844,1,178,2100
B,157833,2272392119,0,105,2382
B,157834,2272392212,1,104,1858
A,166792,2272395909,0,179,2479
A,166793,2272396076,1,179,2097
B,157835,2272401253,0,105,2492
B,157836,2272401347,1,103,1858
A,166794,2272405140,0,180,2519
A,166795,2272405305,1,183,2104
B,157837,2272410386,0,105,2490
B,157838,2272410480,1,103,1861
A,166796,2272414374,0,181,2364
A,166797,2272414542,1,182,2102
B,157839,2272419521,0,105,2418
B,157840,2272419617,1,101,1827
A,166798,2272423610,0,182,2479
A,166799,2272423781,1,181,2100
B,157841,2272428656,0,104,2404
B,157842,2272428752,1,101,1834
A,166800,2272432849,0,183,2508
A,166801,2272433023,1,180,2079
B,157843,2272437791,0,105,2483
B,157844,2272437883,1,106,1867
A,166802,2272442091,0,185,2504
A,166803,2272442264,1,185,2104
B,157845,2272446926,0,105,2454
B,157846,2272447018,1,105,1831
A,166804,2272451387,0,186,2472
A,166805,2272451564,1,183,2079
B,157847,2272456061,0,104,2476
B,157848,2272456153,1,105,1813
A,166806,2272460634,0,187,2510
A,166807,2272460809,1,187,2086
B,157849,2272465195,0,105,2472
B,157850,2272465289,1,103,1852
A,166808,2272469882,0,188,2528
A,166809,2272470060,1,186,2113
B,157851,2272474329,0,105,2501
B,157852,2272474423,1,103,1856
A,166810,2272479132,0,189,2443
A,166811,2272479310,1,188,2106
B,157853,2272483464,0,105,2488
B,157854,2272483560,1,101,1843
A,166812,2272488385,0,190,2481
A,166813,2272488562,1,191,2104
B,157855,2272492598,0,105,2497
B,157856,2272492693,1,103,1852
A,166814,2272497641,0,190,2476
A,166815,2272497818,1,192,2086
B,157857,2272501735,0,104,2346
B,157858,2272501828,1,104,1856
A,166816,2272506897,0,191,2454
A,166817,2272507074,1,194,2097
B,157859,2272510869,0,105,2494
B,157860,2272510963,1,104,1852
A,166818,2272516208,0,194,2461
A,166819,2272516389,1,195,2111
B,157861,2272520004,0,105,2488
B,157862,2272520100,1,102,1838
A,166820,2272525522,0,195,2470
A,166821,2272525705,1,195,2100
B,157863,2272529138,0,105,2467
B,157864,2272529230,1,105,1861
A,166822,2272534785,0,196,2494
A,166823,2272534967,1,198,2109
B,157865,2272538272,0,105,2492
B,157866,2272538365,1,104,1856
A,166824,2272544051,0,196,2472
A,166825,2272544235,1,198,2118
B,157867,2272547405,0,105,2384
B,157868,2272547498,1,105,1838
A,166826,2272553318,0,198,2384
A,166827,2272553503,1,199,2106
B,157869,2272556540,0,105,2501
B,157870,2272556635,1,102,1836
A,166828,2272562589,0,199,2470
A,166829,2272562776,1,199,2106
B,157871,2272565675,0,104,2366
B,157872,2272565770,1,102,1843
A,166830,2272571863,0,200,2452
A,166831,2272572050,1,201,2111
B,157873,2272574811,0,104,2515
B,157874,2272574905,1,103,1843
A,166832,2272581139,0,202,2504
A,166833,2272581330,1,201,2104
B,157875,2272583946,0,105,2494
B,157876,2272584042,1,102,1843
A,166834,2272590471,0,203,2357
A,166835,2272590664,1,201,2091
B,157877,2272593083,0,105,2488
B,157878,2272593178,1,102,1836
A,166836,2272599754,0,204,2497
A,166837,2272599944,1,206,2109
B,157879,2272602220,0,105,2472
B,157880,2272602315,1,102,1836
A,166838,2272609038,0,205,2393
A,166839,2272609230,1,205,2100
B,157881,2272611355,0,105,2463
B,157882,2272611447,1,105,1863
A,166840,2272618321,0,206,2416
A,166841,2272618516,1,205,2131
B,157883,2272620489,0,104,2391
B,157884,2272620585,1,101,1836
A,166842,2272627606,0,207,2445
A,166843,2272627801,1,206,2113
B,157885,2272629621,0,104,2334
B,157886,2272629715,1,103,1856
A,166844,2272636890,0,208,2384
A,166845,2272637087,1,207,2113
B,157887,2272638752,0,105,2481
B,157888,2272638845,1,105,1865
A,166846,2272646179,0,209,2447
A,166847,2272646375,1,210,2125
B,157889,2272647886,0,105,2535
B,157890,2272647980,1,103,1856
A,166848,2272655523,0,211,2517
A,166849,2272655720,1,213,2120
B,157891,2272657020,0,105,2481
B,157892,2272657114,1,104,1847
A,166850,2272664821,0,212,2519
A,166851,2272665024,1,209,2097
B,157893,2272666156,0,105,2323
B,157894,2272666252,1,102,1834
A,166852,2272674119,0,214,2519
A,166853,2272674322,1,211,2111
B,157895,2272675291,0,105,2483
B,157896,2272675383,1,105,1863
A,166854,2272683418,0,215,2564
A,166855,2272683621,1,214,2122
B,157897,2272684424,0,106,2476
B,157898,2272684518,1,106,1858
A,166856,2272692826,0,213,2540
A,166857,2272693027,1,213,2163
B,157899,2272693565,0,103,2492
B,157900,2272693657,1,106,1845
A,166858,2272702230,0,212,2562
A,166859,2272702428,1,214,2115
B,157901,2272702927,0,107,2488
B,157902,2272703025,1,113,1858
A,166860,2272711632,0,211,2456
A,166861,2272711830,1,212,2122
B,157903,2272712304,0,111,2481
B,157904,2272712402,1,105,1865
A,166862,2272720981,0,209,2458
A,166863,2272721178,1,209,2120
