"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
B,460,15195979,1,184,1953
A,459,15209294,0,63,2497
A,460,15209345,1,65,2018
B,461,15264033,0,177,2553
B,462,15264200,1,175,1953
A,461,15274939,0,63,2555
A,462,15274990,1,64,2021
B,463,15332247,0,169,2549
B,464,15332406,1,167,1942
A,463,15340586,0,62,2262
A,464,15340636,1,65,2028
B,465,15399660,0,160,2567
B,466,15399809,1,158,1937
A,465,15406227,0,63,2506
A,466,15406277,1,66,2028
B,467,15467052,0,152,2549
B,468,15467193,1,151,1935
A,467,15471868,0,63,2409
A,468,15471919,1,65,2030
B,469,15534431,0,144,2558
B,470,15534563,1,143,1953
A,469,15537510,0,62,2508
A,470,15537559,1,66,2032
B,471,15601796,0,136,2546
B,472,15601922,1,133,1912
A,471,15603155,0,63,2504
A,472,15603208,1,63,2009
A,473,15668803,0,63,2463
A,474,15668855,1,63,2016
B,473,15669260,0,129,2562
B,474,15669380,1,121,1915
A,475,15734449,0,63,2549
A,476,15734500,1,64,2028
B,475,15736202,0,119,2551
B,476,15736309,1,118,1910
A,477,15800093,0,63,2452
A,478,15800146,1,63,2005
B,477,15802736,0,111,2540
B,478,15802834,1,111,1917
A,479,15865743,0,63,2603
A,480,15865792,1,66,2028
B,479,15869259,0,103,2474
B,480,15869352,1,100,1883
A,481,15931388,0,63,2494
A,482,15931438,1,65,2018
B,481,15935760,0,95,2551
B,482,15935844,1,94,1890
A,483,15997044,0,63,2535
A,484,15997096,1,64,2021
B,483,16002259,0,87,2549
B,484,16002335,1,85,1876
A,485,16062701,0,63,2474
A,486,16062752,1,64,1969
B,485,16068351,0,78,2416
B,486,16068418,1,78,1861
A,487,16128353,0,63,2569
A,488,16128404,1,64,2032
B,487,16134420,0,71,2537
B,488,16134478,1,71,1849
A,489,16194000,0,63,2438
A,490,16194049,1,66,2021
B,489,16200470,0,64,2542
B,490,16200521,1,66,1849
A,491,16259657,0,63,2549
A,492,16259709,1,63,2005
B,491,16266126,0,64,2535
B,492,16266181,1,62,1824
A,493,16325311,0,63,2445
A,494,16325362,1,64,1962
B,493,16331782,0,64,2537
B,494,16331833,1,66,1852
A,495,16390969,0,62,2510
A,496,16391022,1,62,2009
B,495,16397439,0,63,2533
B,496,16397490,1,65,1847
A,497,16456627,0,63,2553
A,498,16456676,1,66,2030
B,497,16463097,0,64,2350
B,498,16463152,1,62,1843
A,499,16522273,0,63,2499
A,500,16522323,1,65,2028
B,499,16528742,0,64,2544
B,500,16528797,1,62,1834
A,501,16587920,0,62,2510
A,502,16587970,1,65,2079
B,501,16594389,0,64,2411
B,502,16594443,1,63,1834
A,503,16653563,0,63,2476
A,504,16653613,1,65,2061
B,503,16660032,0,64,2544
B,504,16660087,1,62,1827
A,505,16719210,0,63,2337
A,506,16719258,1,67,2018
B,505,16725679,0,63,2476
B,506,16725731,1,64,1845
A,507,16784856,0,62,2517
A,508,16784907,1,64,2039
B,507,16791325,0,64,2560
B,508,16791377,1,65,1845
A,509,16850500,0,63,2447
A,510,16850551,1,64,2023
B,509,16856968,0,64,2542
B,510,16857021,1,64,1800
A,511,16916141,0,63,2544
A,512,16916192,1,64,2030
B,511,16922610,0,64,2551
B,512,16922663,1,64,1838
A,513,16981778,0,68,2524
A,514,16981833,1,70,2046
B,513,16988246,0,63,2438
B,514,16988300,1,62,1820
A,515,17047042,0,76,2519
A,516,17047104,1,80,2037
B,515,17053891,0,64,2542
B,516,17053946,1,62,1827
A,517,17112319,0,84,2515
A,518,17112390,1,86,2061
B,517,17119530,0,64,2506
B,518,17119585,1,62,1834
A,519,17177608,0,93,2456
A,520,17177689,1,93,2088
B,519,17185169,0,64,2531
B,520,17185223,1,63,1813
A,521,17242521,0,101,2361
A,522,17242607,1,104,2084
B,521,17250806,0,64,2533
B,522,17250858,1,65,1852
A,523,17307457,0,109,2404
A,524,17307553,1,110,2091
B,523,17316449,0,63,2508
B,524,17316501,1,64,1843
A,525,17372410,0,117,2560
A,526,17372514,1,118,2102
B,525,17382096,0,64,2546
B,526,17382149,1,64,1834
A,527,17436993,0,125,2447
A,528,17437105,1,126,2131
B,527,17447742,0,64,2535
B,528,17447795,1,64,1849
A,529,17501588,0,133,2456
A,530,17501708,1,134,2097
B,529,17513387,0,64,2542
B,530,17513438,1,65,1849
A,531,17566202,0,142,2567
A,532,17566330,1,143,2109
B,531,17579037,0,63,2542
B,532,17579090,1,63,1856
A,533,17630828,0,148,2434
A,534,17630966,1,147,2113
B,533,17644677,0,64,2488
B,534,17644732,1,62,1834
A,535,17695076,0,156,2522
A,536,17695220,1,156,2122
B,535,17710319,0,64,2546
B,536,17710372,1,64,1838
A,537,17758957,0,164,2555
A,538,17759107,1,166,2149
B,537,17775968,0,63,2537
B,538,17776021,1,63,1834
A,539,17822842,0,172,2418
A,540,17823003,1,171,2147
B,539,17841608,0,63,2553
B,540,17841659,1,66,1838
A,541,17886753,0,180,2519
A,542,17886923,1,178,2138
B,541,17907252,0,64,2474
B,542,17907305,1,64,1856
A,543,17950666,0,188,2519
A,544,17950842,1,188,2154
B,543,17972884,0,64,2479
B,544,17972935,1,66,1854
A,545,18014204,0,195,2526
A,546,18014388,1,194,2149
B,545,18038510,0,63,2325
B,546,18038563,1,64,1660
A,547,18077354,0,203,2569
A,548,18077545,1,203,2183
B,547,18104134,0,64,2479
B,548,18104187,1,64,1847
A,549,18140526,0,211,2411
A,550,18140726,1,210,2165
B,549,18169756,0,64,2379
B,550,18169807,1,66,1856
A,551,18206833,0,209,2603
A,552,18207031,1,208,2161
B,551,18235389,0,64,2533
B,552,18235443,1,63,1815
A,553,18275497,0,201,2598
A,554,18275686,1,201,2167
B,553,18301026,0,64,2506
B,554,18301081,1,62,1824
A,555,18344138,0,192,2560
A,556,18344318,1,192,2143
B,555,18366661,0,64,2533
B,556,18366714,1,63,1838
A,557,18412377,0,184,2567
A,558,18412549,1,184,2109
B,557,18432303,0,64,2533
B,558,18432358,1,62,1822
A,559,18480602,0,175,2578
A,560,18480765,1,176,2143
B,559,18497944,0,64,2535
B,560,18497997,1,64,1831
A,561,18548813,0,167,2564
A,562,18548969,1,166,2125
B,561,18563589,0,67,2540
B,562,18563646,1,66,1840
A,563,18616613,0,159,2535
A,564,18616760,1,158,2122
B,563,18628844,0,76,2416
B,564,18628911,1,72,1845
A,565,18683999,0,151,2519
A,566,18684138,1,152,2131
B,565,18694110,0,83,2555
B,566,18694181,1,84,1885
A,567,18751373,0,143,2533
A,568,18751503,1,144,2131
B,567,18759395,0,92,2549
B,568,18759474,1,92,1903
A,569,18818734,0,134,2492
A,570,18818855,1,136,2127
B,569,18824308,0,100,2551
B,570,18824397,1,98,1888
A,571,18885685,0,126,2569
A,572,18885799,1,126,2086
B,571,18889237,0,107,2470
B,572,18889334,1,106,1897
A,573,18952619,0,117,2458
A,574,18952727,1,115,2073
B,573,18954180,0,116,2555
B,574,18954285,1,114,1912
B,575,19018752,0,124,2549
B,576,19018865,1,122,1919
A,575,19019251,0,109,2531
A,576,19019346,1,115,2122
B,577,19083341,0,132,2418
B,578,19083462,1,130,1892
A,577,19085762,0,102,2549
A,578,19085854,1,100,2068
B,579,19147954,0,140,2596
B,580,19148083,1,138,1879
A,579,19152270,0,94,2494
A,580,19152352,1,94,2057
B,581,19212592,0,148,2542
B,582,19212730,1,145,1928
A,581,19218773,0,86,2463
A,582,19218846,1,87,2050
B,583,19276859,0,155,2558
B,584,19277005,1,151,1933
A,583,19284869,0,77,2472
A,584,19284934,1,79,2048
B,585,19340739,0,162,2540
B,586,19340891,1,161,1937
A,585,19350938,0,69,2438
A,586,19350994,1,72,2030
B,587,19404622,0,171,2427
B,588,19404782,1,169,1949
A,587,19416981,0,63,2562
A,588,19417031,1,65,2025
B,589,19468522,0,179,2452
B,590,19468690,1,177,1946
A,589,19482621,0,63,2506
A,590,19482674,1,63,2003
B,591,19532443,0,187,2535
B,592,19532618,1,186,1953
A,591,19548267,0,63,2422
A,592,19548318,1,65,2025
B,593,19596383,0,194,2558
B,594,19596568,1,191,1953
A,593,19613917,0,62,2497
A,594,19613968,1,64,2032
B,595,19659551,0,201,2551
B,596,19659741,1,201,1969
A,595,19679552,0,63,2630
A,596,19679604,1,63,2016
B,597,19722723,0,210,2564
B,598,19722922,1,208,1962
A,597,19745185,0,63,2463
A,598,19745236,1,65,1980
B,599,19787473,0,212,2555
B,600,19787675,1,209,1964
A,599,19810816,0,63,2517
A,600,19810867,1,64,2021
B,601,19856126,0,203,2546
B,602,19856319,1,202,1962
A,601,19876441,0,63,2513
A,602,19876494,1,62,2003
B,603,19924768,0,196,2558
B,604,19924955,1,191,1955
A,603,19942073,0,63,2524
A,604,19942124,1,65,2025
B,605,19993007,0,187,2542
B,606,19993185,1,183,1942
A,605,20007714,0,63,2494
A,606,20007765,1,64,2023
B,607,20061239,0,179,2546
B,608,20061407,1,177,1935
A,607,20073355,0,63,2535
A,608,20073405,1,65,2030
B,609,20129450,0,171,2555
B,610,20129608,1,171,1960
A,609,20138996,0,63,2524
A,610,20139049,1,63,2009
B,611,20197253,0,162,2463
B,612,20197404,1,160,1937
A,611,20204633,0,63,2555
A,612,20204684,1,65,2032
B,613,20264647,0,154,2555
B,614,20264790,1,153,1942
A,613,20270272,0,63,2510
A,614,20270323,1,64,2030
B,615,20332033,0,146,2497
B,616,20332168,1,144,1933
A,615,20335919,0,63,2501
A,616,20335970,1,64,2021
B,617,20399395,0,138,2452
B,618,20399523,1,136,1933
A,617,20401558,0,63,2510
A,618,20401611,1,62,2014
B,619,20466734,0,129,2526
B,620,20466854,1,126,1910
A,619,20467242,0,59,2625
A,620,20467289,1,64,2018
A,621,20532867,0,63,2513
A,622,20532920,1,62,1982
B,621,20533663,0,121,2549
B,622,20533773,1,119,1906
A,623,20598501,0,63,2456
A,624,20598550,1,66,2025
B,623,20600581,0,113,2549
B,624,20600683,1,111,1903
A,625,20664136,0,63,2458
A,626,20664187,1,64,2028
B,625,20667092,0,105,2555
B,626,20667186,1,104,1894
A,627,20729774,0,63,2476
A,628,20729823,1,66,2021
B,627,20733592,0,97,2517
B,628,20733678,1,95,1892
A,629,20795422,0,63,2488
A,630,20795472,1,65,2018
B,629,20800085,0,89,2501
B,630,20800163,1,87,1881
A,631,20861075,0,63,2497
A,632,20861125,1,65,2023
B,631,20866569,0,81,2485
B,632,20866637,1,81,1847
A,633,20926727,0,63,2497
A,634,20926777,1,65,2023
B,633,20932641,0,72,2537
B,634,20932703,1,69,1845
A,635,20992370,0,63,2494
A,636,20992423,1,63,2005
B,635,20998298,0,64,2560
B,636,20998351,1,64,1838
A,637,21058022,0,63,2499
A,638,21058071,1,66,2030
B,637,21063952,0,65,2379
B,638,21064006,1,63,1840
A,639,21123678,0,63,2400
A,640,21123731,1,62,2041
B,639,21129606,0,64,2533
B,640,21129659,1,63,1838
A,641,21189324,0,63,2508
A,642,21189373,1,67,2025
B,641,21195253,0,63,2531
B,642,21195306,1,64,1845
A,643,21254972,0,63,2393
A,644,21255023,1,65,1998
B,643,21260900,0,64,2542
B,644,21260954,1,63,1847
A,645,21320612,0,63,2573
A,646,21320664,1,64,2025
B,645,21326542,0,63,2542
B,646,21326593,1,65,1856
A,647,21386259,0,64,2558
A,648,21386308,1,67,2028
B,647,21392189,0,65,2479
B,648,21392244,1,62,1829
A,649,21451910,0,63,2549
A,650,21451960,1,66,2030
B,649,21457838,0,64,2537
B,650,21457890,1,65,1852
A,651,21517551,0,63,2391
A,652,21517601,1,65,2016
B,651,21523480,0,64,2479
B,652,21523534,1,63,1852
A,653,21583209,0,63,2562
A,654,21583260,1,64,2032
B,653,21589138,0,64,2542
B,654,21589191,1,64,1843
A,655,21648866,0,64,2610
A,656,21648918,1,64,2030
B,655,21654796,0,64,2506
B,656,21654850,1,63,1834
A,657,21714516,0,63,2418
A,658,21714567,1,65,2030
B,657,21720445,0,64,2542
B,658,21720496,1,66,1849
A,659,21780160,0,70,2540
A,660,21780218,1,71,2041
B,659,21786088,0,64,2531
B,660,21786141,1,64,1843
A,661,21845429,0,79,2431
A,662,21845498,1,77,2032
B,661,21851734,0,64,2598
B,662,21851785,1,66,1854
A,663,21910713,0,87,2646
A,664,21910788,1,87,2061
B,663,21917379,0,64,2422
B,664,21917431,1,65,1847
A,665,21975634,0,94,2522
A,666,21975718,1,94,2066
B,665,21983035,0,64,2436
B,666,21983089,1,63,1824
A,667,22040569,0,102,2504
A,668,22040659,1,104,2088
B,667,22048688,0,64,2501
B,668,22048742,1,63,1829
A,669,22105518,0,110,2506
A,670,22105615,1,113,2097
B,669,22114343,0,64,2544
B,670,22114394,1,66,1845
A,671,22170488,0,119,2517
A,672,22170594,1,120,2095
B,671,22179997,0,64,2537
B,672,22180051,1,63,1829
A,673,22235080,0,127,2479
A,674,22235192,1,130,2115
B,673,22245652,0,63,2551
B,674,22245705,1,63,1834
A,675,22299685,0,135,2555
A,676,22299807,1,136,2095
B,675,22311303,0,64,2540
B,676,22311356,1,64,1836
A,677,22364310,0,143,2533
A,678,22364441,1,143,2118
B,677,22376957,0,64,2485
B,678,22377011,1,63,1843
A,679,22428563,0,151,2522
A,680,22428700,1,153,2136
B,679,22442613,0,64,2528
B,680,22442664,1,66,1854
A,681,22492834,0,158,2544
A,682,22492978,1,160,2115
B,681,22508271,0,64,2544
B,682,22508323,1,65,1854
A,683,22556716,0,166,2422
A,684,22556870,1,166,2127
B,683,22573920,0,64,2544
B,684,22573975,1,62,1838
A,685,22620617,0,174,2382
A,686,22620779,1,175,2149
B,685,22639569,0,64,2542
B,686,22639622,1,64,1843
A,687,22684537,0,182,2587
A,688,22684706,1,184,2161
B,687,22705220,0,64,2528
B,688,22705271,1,66,1856
A,689,22748084,0,190,2440
A,690,22748262,1,190,2161
B,689,22770879,0,64,2535
B,690,22770933,1,63,1834
A,691,22811652,0,197,2488
A,692,22811835,1,199,2163
B,691,22836535,0,64,2528
B,692,22836589,1,63,1831
A,693,22874836,0,205,2524
A,694,22875027,1,207,2179
B,693,22902181,0,63,2551
B,694,22902233,1,65,1856
A,695,22938025,0,213,2582
A,696,22938229,1,210,2138
B,695,22967822,0,64,2535
B,696,22967873,1,65,1852
A,697,23005920,0,207,2395
A,698,23006118,1,204,2127
B,697,23033470,0,64,2488
B,698,23033525,1,62,1827
A,699,23074586,0,199,2542
A,700,23074773,1,199,2174
B,699,23099112,0,64,2524
B,700,23099165,1,64,1836
A,701,23143229,0,190,2510
A,702,23143405,1,192,2154
B,701,23164756,0,64,2531
B,702,23164810,1,63,1831
A,703,23211468,0,182,2567
A,704,23211637,1,183,2154
B,703,23230393,0,64,2551
B,704,23230444,1,66,1829
A,705,23279685,0,173,2474
A,706,23279847,1,174,2140
B,705,23296034,0,64,2407
B,706,23296087,1,64,1840
A,707,23347503,0,166,2616
A,708,23347657,1,165,2131
B,707,23361680,0,72,2440
B,708,23361741,1,70,1856
A,709,23415306,0,157,2580
A,710,23415452,1,156,2131
B,709,23427343,0,80,2533
B,710,23427409,1,81,1872
A,711,23483101,0,148,2515
A,712,23483236,1,151,2127
B,711,23493030,0,89,2542
B,712,23493108,1,87,1888
A,713,23550488,0,139,2515
A,714,23550615,1,141,2125
B,713,23558341,0,96,2296
B,714,23558428,1,93,1888
A,715,23617457,0,132,2506
A,716,23617579,1,130,2095
B,715,23623659,0,104,2418
B,716,23623754,1,100,1894
A,717,23684406,0,124,2519
A,718,23684517,1,125,2100
B,717,23688597,0,112,2546
B,718,23688698,1,111,1901
A,719,23751344,0,115,2515
A,720,23751447,1,117,2106
B,719,23753166,0,120,2551
B,720,23753277,1,117,1910
B,721,23817744,0,128,2551
B,722,23817859,1,128,1933
A,721,23818260,0,108,2540
A,722,23818355,1,111,2073
B,723,23882331,0,136,2479
B,724,23882454,1,136,1940
A,723,23884761,0,100,2519
A,724,23884848,1,101,2077
B,725,23946942,0,144,2522
B,726,23947075,1,143,1933
A,725,23951255,0,92,2425
A,726,23951333,1,94,2057
B,727,24011183,0,152,2573
B,728,24011324,1,150,1933
A,727,24017736,0,82,2571
A,728,24017809,1,80,2046
B,729,24075452,0,160,2596
B,730,24075601,1,158,1940
A,729,24083433,0,75,2510
A,730,24083493,1,78,2041
B,731,24139726,0,166,2555
B,732,24139881,1,166,1946
A,731,24149099,0,66,2501
A,732,24149155,1,65,1996
B,733,24203620,0,174,2379
B,734,24203782,1,175,1978
A,733,24214746,0,63,2531
A,734,24214797,1,64,2021
B,735,24267136,0,183,2524
B,736,24267309,1,181,1951
A,735,24280388,0,63,2506
A,736,24280439,1,65,2018
B,737,24330672,0,191,2517
B,738,24330854,1,188,1946
A,737,24346027,0,63,2519
A,738,24346079,1,63,2018
B,739,24394223,0,198,2463
B,740,24394411,1,196,1964
A,739,24411672,0,64,2425
A,740,24411722,1,66,2034
B,741,24457793,0,206,2490
B,742,24457990,1,203,1953
A,741,24477319,0,63,2562
A,742,24477369,1,66,2046
B,743,24520990,0,214,2537
B,744,24521193,1,212,1969
A,743,24542972,0,62,2506
A,744,24543021,1,66,2028
B,745,24588897,0,208,2463
B,746,24589095,1,206,1940
A,745,24608624,0,63,2533
A,746,24608674,1,65,2018
B,747,24657566,0,199,2524
B,748,24657752,1,199,1976
A,747,24674270,0,63,2350
A,748,24674321,1,65,2009
B,749,24725826,0,191,2551
B,750,24726007,1,188,1946
A,749,24739925,0,63,2501
A,750,24739973,1,67,2079
B,751,24794072,0,183,2544
B,752,24794245,1,181,1951
A,751,24805572,0,63,2508
A,752,24805621,1,66,2032
B,753,24862289,0,173,2488
B,754,24862454,1,170,1958
A,753,24871208,0,63,2537
A,754,24871257,1,66,2061
B,755,24930106,0,166,2562
B,756,24930262,1,163,1940
A,755,24936856,0,64,2619
A,756,24936906,1,66,2032
B,757,24997914,0,158,2555
B,758,24998061,1,156,1937
A,757,25002511,0,63,2551
A,758,25002561,1,65,2028
B,759,25065707,0,150,2546
B,760,25065845,1,150,1942
A,759,25068165,0,63,2485
A,760,25068217,1,63,2016
B,761,25133087,0,141,2546
B,762,25133219,1,137,1921
A,761,25133812,0,63,2513
A,762,25133862,1,65,2034
A,763,25199458,0,64,2643
A,764,25199509,1,65,2025
B,763,25200057,0,133,2465
B,764,25200179,1,131,1928
A,765,25265115,0,63,2519
A,766,25265163,1,67,2057
B,765,25267020,0,125,2458
B,766,25267136,1,122,1897
A,767,25330767,0,63,2526
A,768,25330820,1,62,2005
B,767,25333965,0,117,2555
B,768,25334073,1,114,1910
A,769,25396430,0,63,2628
A,770,25396479,1,66,2028
B,769,25400904,0,109,2558
B,770,25401004,1,105,1894
A,771,25462083,0,63,2544
A,772,25462132,1,67,2023
B,771,25467428,0,100,2519
B,772,25467517,1,100,1897
A,773,25527741,0,63,2452
A,774,25527791,1,65,2025
B,773,25533547,0,92,2537
B,774,25533629,1,90,1881
A,775,25593387,0,63,2382
A,776,25593440,1,62,2007
B,775,25599636,0,83,2544
B,776,25599710,1,81,1861
A,777,25659037,0,63,2393
A,778,25659090,1,63,2005
B,777,25665716,0,75,2519
B,778,25665778,1,77,1870
A,779,25724683,0,64,2616
A,780,25724734,1,65,2039
B,779,25731384,0,67,2497
B,780,25731440,1,67,1843
A,781,25790339,0,63,2510
A,782,25790390,1,64,2023
B,781,25797045,0,63,2522
B,782,25797098,1,63,1838
A,783,25855968,0,63,2560
A,784,25856018,1,65,2025
B,783,25862672,0,63,2504
B,784,25862725,1,63,1843
A,785,25921604,0,63,2558
A,786,25921655,1,65,2093
B,785,25928310,0,64,2519
B,786,25928362,1,65,1849
A,787,25987250,0,62,2537
A,788,25987299,1,66,2032
B,787,25993954,0,64,2504
B,788,25994008,1,63,1831
A,789,26052883,0,62,2400
A,790,26052931,1,67,2030
B,789,26059589,0,64,2546
B,790,26059642,1,63,1845
A,791,26118524,0,63,2522
A,792,26118574,1,65,2023
B,791,26125231,0,64,2425
B,792,26125283,1,65,1856
A,793,26184180,0,63,2553
A,794,26184229,1,66,2034
B,793,26190886,0,64,2580
B,794,26190937,1,66,1861
A,795,26249816,0,63,2537
A,796,26249867,1,65,2025
B,795,26256520,0,64,2533
B,796,26256575,1,62,1836
A,797,26315446,0,63,2533
A,798,26315496,1,65,2039
B,797,26322150,0,63,2488
B,798,26322204,1,62,1829
A,799,26381085,0,62,2483
A,800,26381134,1,66,2009
B,799,26387790,0,64,2564
B,800,26387841,1,66,1856
A,801,26446723,0,64,2461
A,802,26446773,1,66,1978
B,801,26453429,0,64,2526
B,802,26453482,1,64,1843
A,803,26512359,0,72,2497
A,804,26512418,1,73,2043
B,803,26519064,0,64,2519
B,804,26519115,1,65,1856
A,805,26578007,0,80,2434
A,806,26578075,1,80,1991
B,805,26584696,0,64,2485
B,806,26584749,1,63,1824
A,807,26643673,0,88,2447
A,808,26643747,1,90,2066
B,807,26650330,0,64,2535
B,808,26650382,1,64,1852
A,809,26708960,0,96,2438
A,810,26709043,1,97,2064
B,809,26715959,0,63,2497
B,810,26716013,1,63,1827
A,811,26774265,0,102,2510
A,812,26774354,1,105,2102
B,811,26781590,0,64,2526
B,812,26781643,1,63,1843
A,813,26839582,0,110,2551
A,814,26839679,1,113,2097
B,813,26847218,0,63,2445
B,814,26847271,1,63,1838
A,815,26904520,0,119,2517
A,816,26904624,1,122,2111
B,815,26912844,0,64,2535
B,816,26912899,1,61,1824
A,817,26969091,0,128,2564
A,818,26969206,1,128,2111
B,817,26978478,0,64,2533
B,818,26978531,1,64,1834
A,819,27033678,0,135,2355
A,820,27033801,1,135,2118
B,819,27044108,0,64,2422
B,820,27044161,1,64,1834
A,821,27097889,0,143,2526
A,822,27098019,1,144,2125
B,821,27109739,0,63,2535
B,822,27109791,1,64,1849
A,823,27162121,0,151,2458
A,824,27162260,1,151,2134
B,823,27175376,0,63,2513
B,824,27175429,1,63,1843
A,825,27226366,0,158,2513
A,826,27226515,1,157,2106
B,825,27241007,0,64,2472
B,826,27241062,1,61,1827
A,827,27290631,0,167,2416
A,828,27290786,1,167,2145
B,827,27306649,0,64,2429
B,828,27306702,1,64,1802
A,829,27354523,0,174,2463
A,830,27354682,1,177,2145
B,829,27372282,0,64,2540
B,830,27372335,1,63,1847
A,831,27418035,0,182,2564
A,832,27418205,1,183,2145
B,831,27437920,0,64,2388
B,832,27437972,1,64,1854
A,833,27481569,0,190,2555
A,834,27481744,1,193,2109
B,833,27503561,0,63,2558
B,834,27503614,1,63,1836
A,835,27545126,0,198,2551
A,836,27545315,1,195,2134
B,835,27569214,0,64,2553
B,836,27569266,1,65,1836
A,837,27608710,0,205,2366
A,838,27608904,1,204,2170
B,837,27634873,0,65,2384
B,838,27634926,1,64,1858
A,839,27671916,0,213,2454
A,840,27672117,1,213,2179
B,839,27700526,0,64,2531
B,840,27700579,1,64,1845
A,841,27739812,0,207,2564
A,842,27740006,1,208,2161
B,841,27766170,0,64,2533
B,842,27766221,1,66,1854
A,843,27808477,0,198,2416
A,844,27808662,1,199,2154
B,843,27831816,0,64,2393
B,844,27831869,1,63,1847
A,845,27876735,0,189,2533
A,846,27876910,1,192,2154
B,845,27897463,0,64,2443
B,846,27897516,1,64,1836
A,847,27944981,0,182,2540
A,848,27945150,1,183,2149
B,847,27963116,0,64,2386
B,848,27963167,1,66,1843
A,849,28013217,0,174,2668
A,850,28013380,1,172,2134
B,849,28028776,0,66,2542
B,850,28028831,1,66,1843
A,851,28081046,0,165,2558
A,852,28081199,1,165,2125
B,851,28094435,0,74,2540
B,852,28094498,1,74,1856
A,853,28148856,0,156,2508
A,854,28149001,1,156,2140
B,853,28160108,0,82,2393
B,854,28160180,1,81,1870
A,855,28216630,0,148,2499
A,856,28216766,1,148,2118
B,855,28225389,0,90,2535
B,856,28225470,1,88,1888
A,857,28284004,0,140,2531
A,858,28284132,1,140,2122
B,857,28290695,0,99,2551
B,858,28290783,1,98,1897
A,859,28350966,0,131,2551
A,860,28351088,1,130,2086
B,859,28356011,0,107,2546
B,860,28356108,1,104,1901
A,861,28417922,0,124,2607
A,862,28418031,1,127,2100
B,861,28420964,0,113,2549
B,862,28421066,1,113,1915
A,863,28484872,0,115,2519
A,864,28484975,1,117,2088
B,863,28485938,0,122,2386
B,864,28486047,1,123,1921
B,865,28550543,0,130,2558
B,866,28550662,1,128,1928
A,865,28551811,0,108,2585
A,866,28551906,1,109,2086
B,867,28615158,0,138,2542
B,868,28615285,1,137,1928
A,867,28618727,0,99,2558
A,868,28618814,1,99,2082
B,869,28679394,0,146,2555
B,870,28679530,1,143,1926
A,869,28684840,0,91,2528
A,870,28684918,1,92,2075
B,871,28743645,0,154,2549
B,872,28743790,1,151,1919
A,871,28750938,0,83,2591
A,872,28751006,1,86,2061
B,873,28807928,0,162,2501
B,874,28808079,1,161,1944
A,873,28817033,0,75,2510
A,874,28817095,1,76,2050
B,875,28872224,0,170,2558
B,876,28872384,1,168,1949
A,875,28882720,0,66,2571
A,876,28882772,1,69,2030
B,877,28936144,0,177,2506
B,878,28936312,1,173,1946
A,877,28948387,0,63,2449
A,878,28948437,1,65,2025
B,879,28999681,0,185,2546
B,880,28999856,1,183,1940
A,879,29014045,0,63,2434
A,880,29014097,1,63,2023
B,881,29063234,0,193,2513
B,882,29063416,1,192,1960
A,881,29079701,0,63,2510
A,882,29079751,1,65,2028
B,883,29126802,0,201,2553
B,884,29126992,1,199,1978
A,883,29145352,0,64,2474
A,884,29145403,1,65,2025
B,885,29190388,0,208,2558
B,886,29190585,1,207,1976
A,885,29211014,0,64,2436
A,886,29211064,1,66,2025
B,887,29253603,0,214,2546
B,888,29253807,1,212,1969
A,887,29276675,0,63,2510
A,888,29276726,1,65,2025
B,889,29322293,0,206,2456
B,890,29322490,1,203,1953
A,889,29342336,0,63,2546
A,890,29342386,1,65,2016
B,891,29390583,0,197,2560
B,892,29390769,1,196,1964
A,891,29407997,0,63,2499
A,892,29408048,1,65,2030
B,893,29458848,0,189,2564
B,894,29459028,1,185,1942
A,893,29473653,0,62,2549
A,894,29473704,1,64,2009
B,895,29527090,0,181,2542
B,896,29527261,1,178,1935
A,895,29539305,0,63,2452
A,896,29539353,1,67,2025
B,897,29594921,0,172,2564
B,898,29595081,1,172,1962
A,897,29604954,0,63,2443
A,898,29605004,1,65,2068
